idx,Major,Degree,NumSalariesReported,Avg,Max,Min,StDev,25th,Median,75th,Semester,Year,College
1457,Ag Communications & Journalism,Bachelor,1,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Summer,2018,College of Agriculture & Life Sciences
1458,Ag Leadership & Development,Bachelor,5,56000.0,80000.0,31000.0,+/- 19506,47250.0,54000.0,77500.0,Summer,2018,College of Agriculture & Life Sciences
1459,Agribusiness,Bachelor,1,29000.0,29000.0,29000.0,+/- 0,29000.0,29000.0,29000.0,Summer,2018,College of Agriculture & Life Sciences
1460,Agricultural Economics,Bachelor,4,40000.0,60000.0,30000.0,+/- 14142,30000.0,35000.0,60000.0,Summer,2018,College of Agriculture & Life Sciences
1461,Agricultural Economics,Doctorate,2,92500.0,95000.0,90000.0,+/- 3536,92500.0,92500.0,95000.0,Summer,2018,College of Agriculture & Life Sciences
1462,Agricultural Science,Bachelor,1,56000.0,56000.0,56000.0,+/- 0,56000.0,56000.0,56000.0,Summer,2018,College of Agriculture & Life Sciences
1463,Agricultural Systems Mgmt,Bachelor,3,41167.0,56500.0,27000.0,+/- 14785,36750.0,40000.0,56500.0,Summer,2018,College of Agriculture & Life Sciences
1464,Animal Science,Bachelor,8,49910.0,100000.0,25000.0,+/- 27348,28000.0,45000.0,80000.0,Summer,2018,College of Agriculture & Life Sciences
1465,Bioenvironmental Sciences,Bachelor,1,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Summer,2018,College of Agriculture & Life Sciences
1466,Biological & Agricultural Engr,Bachelor,1,55000.0,55000.0,55000.0,+/- 0,55000.0,55000.0,55000.0,Summer,2018,College of Agriculture & Life Sciences
1467,Environmental Studies,Bachelor,1,32000.0,32000.0,32000.0,+/- 0,32000.0,32000.0,32000.0,Summer,2018,College of Agriculture & Life Sciences
1468,Food Science & Technology,Bachelor,1,35000.0,35000.0,35000.0,+/- 0,35000.0,35000.0,35000.0,Summer,2018,College of Agriculture & Life Sciences
1469,Horticulture,Bachelor,2,43750.0,50000.0,37500.0,+/- 8839,43750.0,43750.0,50000.0,Summer,2018,College of Agriculture & Life Sciences
1470,Physiology of Reproduction,Master,2,44500.0,51000.0,38000.0,+/- 9192,44500.0,44500.0,51000.0,Summer,2018,College of Agriculture & Life Sciences
1471,Poultry Science,Bachelor,2,49500.0,51000.0,48000.0,+/- 2121,49500.0,49500.0,51000.0,Summer,2018,College of Agriculture & Life Sciences
1472,"Recreation, Park & Tourism Sc",Bachelor,1,35000.0,35000.0,35000.0,+/- 0,35000.0,35000.0,35000.0,Summer,2018,College of Agriculture & Life Sciences
1473,Turfgrass Science,Bachelor,1,45000.0,45000.0,45000.0,+/- 0,45000.0,45000.0,45000.0,Summer,2018,College of Agriculture & Life Sciences
1474,Wildlife & Fisheries Sciences,Bachelor,2,40000.0,42000.0,38000.0,+/- 2828,40000.0,40000.0,42000.0,Summer,2018,College of Agriculture & Life Sciences
1475,Construction Science,Bachelor,39,62951.0,100000.0,51276.0,+/- 7702,60000.0,62000.0,64250.0,Summer,2018,College of Architecture
1476,University Studies,Bachelor,18,54111.0,70000.0,31000.0,+/- 11245,49000.0,55000.0,64500.0,Summer,2018,College of Architecture
1477,Urban & Regional Planning,Bachelor,2,49000.0,52000.0,46000.0,+/- 4243,49000.0,49000.0,52000.0,Summer,2018,College of Architecture
1478,Community Health,Bachelor,4,45500.0,50000.0,37000.0,+/- 6137,45000.0,47500.0,50000.0,Summer,2018,College of Education & Human Development
1479,Counseling Psychology,Doctorate,5,53600.0,65000.0,45000.0,+/- 8503,48500.0,50000.0,63750.0,Summer,2018,College of Education & Human Development
1480,Curriculum & Instruction,Doctorate,2,73000.0,116000.0,30000.0,+/- 60811,73000.0,73000.0,116000.0,Summer,2018,College of Education & Human Development
1481,Curriculum & Instruction,Master,29,49934.0,65000.0,39000.0,+/- 6420,45000.0,52000.0,54375.0,Summer,2018,College of Education & Human Development
1482,Educational Administration,Doctorate,2,90000.0,90000.0,90000.0,+/- 0,90000.0,90000.0,90000.0,Summer,2018,College of Education & Human Development
1483,Educational Psychology,Doctorate,2,90000.0,120000.0,60000.0,+/- 42426,90000.0,90000.0,120000.0,Summer,2018,College of Education & Human Development
1484,Educational Psychology,Master,3,46333.0,50000.0,44000.0,+/- 3215,44750.0,45000.0,50000.0,Summer,2018,College of Education & Human Development
1485,Educational Technology,Master,4,49750.0,65000.0,31000.0,+/- 14080,50000.0,51500.0,65000.0,Summer,2018,College of Education & Human Development
1486,Health,Bachelor,1,29000.0,29000.0,29000.0,+/- 0,29000.0,29000.0,29000.0,Summer,2018,College of Education & Human Development
1487,Health Education,Master,3,55667.0,58000.0,54000.0,+/- 2082,54750.0,55000.0,58000.0,Summer,2018,College of Education & Human Development
1488,Human Resource Development,Bachelor,15,46403.0,62500.0,34000.0,+/- 7476,40750.0,45000.0,51957.0,Summer,2018,College of Education & Human Development
1489,Interdisciplinary Studies,Bachelor,1,38500.0,38500.0,38500.0,+/- 0,38500.0,38500.0,38500.0,Summer,2018,College of Education & Human Development
1490,Kinesiology,Bachelor,4,44250.0,55000.0,24000.0,+/- 13817,48000.0,49000.0,55000.0,Summer,2018,College of Education & Human Development
1491,Kinesiology,Doctorate,2,69500.0,85000.0,54000.0,+/- 21920,69500.0,69500.0,85000.0,Summer,2018,College of Education & Human Development
1492,School Psychology,Doctorate,2,60500.0,65000.0,56000.0,+/- 6364,60500.0,60500.0,65000.0,Summer,2018,College of Education & Human Development
1493,Sport Management,Bachelor,14,40821.0,70000.0,24000.0,+/- 14387,30500.0,36250.0,56500.0,Summer,2018,College of Education & Human Development
1494,Sport Management,Master,4,55500.0,67000.0,40000.0,+/- 12819,50000.0,57500.0,67000.0,Summer,2018,College of Education & Human Development
1495,Technology Management,Bachelor,4,60875.0,85000.0,47500.0,+/- 16923,51000.0,55500.0,85000.0,Summer,2018,College of Education & Human Development
1496,University Studies,Bachelor,7,44071.0,54500.0,25000.0,+/- 10330,40000.0,45000.0,54125.0,Summer,2018,College of Education & Human Development
1497,Biomedical Engineering,Bachelor,1,80000.0,80000.0,80000.0,+/- 0,80000.0,80000.0,80000.0,Summer,2018,College of Engineering
1498,Biomedical Engineering,Doctorate,2,47700.0,48400.0,47000.0,+/- 990,47700.0,47700.0,48400.0,Summer,2018,College of Engineering
1499,Chemical Engineering,Master,2,81250.0,90000.0,72500.0,+/- 12374,81250.0,81250.0,90000.0,Summer,2018,College of Engineering
1500,Civil Engineering,Bachelor,5,62100.0,70000.0,59000.0,+/- 4506,60000.0,60000.0,67875.0,Summer,2018,College of Engineering
1501,Civil Engineering,Doctorate,2,72500.0,95000.0,50000.0,+/- 31820,72500.0,72500.0,95000.0,Summer,2018,College of Engineering
1502,Civil Engineering,Master,8,62188.0,68000.0,52000.0,+/- 4780,61500.0,63000.0,65000.0,Summer,2018,College of Engineering
1503,Computer Engineering - CECN,Bachelor,1,110000.0,110000.0,110000.0,+/- 0,110000.0,110000.0,110000.0,Summer,2018,College of Engineering
1504,Computer Science,Bachelor,3,77333.0,97500.0,65500.0,+/- 17552,68125.0,69000.0,97500.0,Summer,2018,College of Engineering
1505,Computer Science,Doctorate,2,101750.0,116000.0,87500.0,+/- 20153,101750.0,101750.0,116000.0,Summer,2018,College of Engineering
1506,Electrical Engineering,Bachelor,4,59750.0,65000.0,57000.0,+/- 3775,57000.0,58500.0,65000.0,Summer,2018,College of Engineering
1507,Electrical Engineering,Doctorate,4,72000.0,105000.0,50000.0,+/- 23930,60000.0,66500.0,105000.0,Summer,2018,College of Engineering
1508,Electrical Engineering,Master,2,92500.0,95000.0,90000.0,+/- 3536,92500.0,92500.0,95000.0,Summer,2018,College of Engineering
1509,Electronic Sys Engr Technology,Bachelor,1,75000.0,75000.0,75000.0,+/- 0,75000.0,75000.0,75000.0,Summer,2018,College of Engineering
1510,Industrial Distribution,Bachelor,13,56423.0,80000.0,45000.0,+/- 9465,50250.0,52500.0,63750.0,Summer,2018,College of Engineering
1511,Industrial Engineering,Bachelor,3,71200.0,80000.0,63600.0,+/- 8266,68400.0,70000.0,80000.0,Summer,2018,College of Engineering
1512,Industrial Engineering,Doctorate,2,99000.0,110000.0,88000.0,+/- 15556,99000.0,99000.0,110000.0,Summer,2018,College of Engineering
1513,Industrial Engineering,Master,2,90000.0,100000.0,80000.0,+/- 14142,90000.0,90000.0,100000.0,Summer,2018,College of Engineering
1514,Mechanical Engineering,Bachelor,12,71075.0,98400.0,52500.0,+/- 13063,65000.0,67500.0,78000.0,Summer,2018,College of Engineering
1515,Mechanical Engineering,Doctorate,3,65333.0,92000.0,50000.0,+/- 23180,53000.0,54000.0,92000.0,Summer,2018,College of Engineering
1516,Mechanical Engineering,Master,11,74857.0,95000.0,40000.0,+/- 16308,75500.0,77000.0,87750.0,Summer,2018,College of Engineering
1517,Nuclear Engineering,Bachelor,3,55425.0,65000.0,50000.0,+/- 8316,50957.0,51276.0,65000.0,Summer,2018,College of Engineering
1518,Petroleum Engineering,Doctorate,2,70000.0,90000.0,50000.0,+/- 28284,70000.0,70000.0,90000.0,Summer,2018,College of Engineering
1519,Petroleum Engineering,Master,5,115200.0,201000.0,72000.0,+/- 50928,91250.0,92000.0,180750.0,Summer,2018,College of Engineering
1520,Environmental Studies,Bachelor,2,41000.0,42000.0,40000.0,+/- 1414,41000.0,41000.0,42000.0,Summer,2018,College of Geosciences
1521,Geography,Bachelor,1,35000.0,35000.0,35000.0,+/- 0,35000.0,35000.0,35000.0,Summer,2018,College of Geosciences
1522,Geology,Bachelor,3,50400.0,60000.0,31200.0,+/- 16628,52800.0,60000.0,60000.0,Summer,2018,College of Geosciences
1523,Oceanography,Doctorate,2,59500.0,65000.0,54000.0,+/- 7778,59500.0,59500.0,65000.0,Summer,2018,College of Geosciences
1524,Oceanography,Master,2,48500.0,50000.0,47000.0,+/- 2121,48500.0,48500.0,50000.0,Summer,2018,College of Geosciences
1525,Anthropology,Bachelor,3,52092.0,70000.0,35000.0,+/- 17514,47207.0,51276.0,70000.0,Summer,2018,College of Liberal Arts
1526,Clinical Psychology,Doctorate,2,52500.0,55000.0,50000.0,+/- 3536,52500.0,52500.0,55000.0,Summer,2018,College of Liberal Arts
1527,Communication,Bachelor,12,47606.0,70000.0,35000.0,+/- 9922,40000.0,45000.0,55000.0,Summer,2018,College of Liberal Arts
1528,Communication,Doctorate,3,48667.0,56000.0,40000.0,+/- 8083,47500.0,50000.0,56000.0,Summer,2018,College of Liberal Arts
1529,Economics,Bachelor,4,58250.0,78000.0,40000.0,+/- 18590,45000.0,57500.0,78000.0,Summer,2018,College of Liberal Arts
1530,History,Bachelor,2,39000.0,43000.0,35000.0,+/- 5657,39000.0,39000.0,43000.0,Summer,2018,College of Liberal Arts
1531,International Studies,Bachelor,1,42000.0,42000.0,42000.0,+/- 0,42000.0,42000.0,42000.0,Summer,2018,College of Liberal Arts
1532,Philosophy,Bachelor,1,60000.0,60000.0,60000.0,+/- 0,60000.0,60000.0,60000.0,Summer,2018,College of Liberal Arts
1533,Political Science,Bachelor,2,41500.0,48000.0,35000.0,+/- 9192,41500.0,41500.0,48000.0,Summer,2018,College of Liberal Arts
1534,Political Science,Doctorate,4,83250.0,125000.0,53000.0,+/- 31816,65000.0,77500.0,125000.0,Summer,2018,College of Liberal Arts
1535,Psychology,Bachelor,5,54400.0,62000.0,45000.0,+/- 7021,51250.0,55000.0,61500.0,Summer,2018,College of Liberal Arts
1536,Psychology,Doctorate,2,64750.0,70000.0,59500.0,+/- 7425,64750.0,64750.0,70000.0,Summer,2018,College of Liberal Arts
1537,Sociology,Bachelor,5,45310.0,51276.0,36000.0,+/- 6506,43000.0,46000.0,51276.0,Summer,2018,College of Liberal Arts
1538,Telecommunication MediaStudies,Bachelor,2,35500.0,41000.0,30000.0,+/- 7778,35500.0,35500.0,41000.0,Summer,2018,College of Liberal Arts
1539,University Studies,Bachelor,1,35000.0,35000.0,35000.0,+/- 0,35000.0,35000.0,35000.0,Summer,2018,College of Liberal Arts
1540,Accounting,Bachelor,4,57000.0,61500.0,54000.0,+/- 3674,54000.0,56250.0,61500.0,Summer,2018,College of Mays Business School
1541,Business Administration,Doctorate,3,186667.0,275000.0,120000.0,+/- 79739,153750.0,165000.0,275000.0,Summer,2018,College of Mays Business School
1542,Finance,Bachelor,4,55038.0,66150.0,45000.0,+/- 9404,50000.0,54500.0,66150.0,Summer,2018,College of Mays Business School
1543,Management,Bachelor,2,33000.0,35000.0,31000.0,+/- 2828,33000.0,33000.0,35000.0,Summer,2018,College of Mays Business School
1544,Management Information Systems,Bachelor,1,60000.0,60000.0,60000.0,+/- 0,60000.0,60000.0,60000.0,Summer,2018,College of Mays Business School
1545,Marketing,Bachelor,3,62092.0,70000.0,51276.0,+/- 9695,61569.0,65000.0,70000.0,Summer,2018,College of Mays Business School
1546,Supply Chain Management,Bachelor,1,45000.0,45000.0,45000.0,+/- 0,45000.0,45000.0,45000.0,Summer,2018,College of Mays Business School
1547,University Studies,Bachelor,7,49400.0,60000.0,38000.0,+/- 7311,46350.0,48000.0,57000.0,Summer,2018,College of Mays Business School
1548,Family Nurse Practitioner,Master,2,74000.0,90000.0,58000.0,+/- 22627,74000.0,74000.0,90000.0,Summer,2018,College of Nursing
1549,Nursing,Bachelor,11,51855.0,55400.0,45000.0,+/- 4078,50000.0,55000.0,55000.0,Summer,2018,College of Nursing
1550,Biostatistics,Master,2,54000.0,55000.0,53000.0,+/- 1414,54000.0,54000.0,55000.0,Summer,2018,College of Public Health
1551,Applied Mathematical Sciences,Bachelor,1,42500.0,42500.0,42500.0,+/- 0,42500.0,42500.0,42500.0,Summer,2018,College of Science
1552,Biology,Bachelor,1,51276.0,51276.0,51276.0,+/- 0,51276.0,51276.0,51276.0,Summer,2018,College of Science
1553,Chemistry,Doctorate,3,71667.0,120000.0,45000.0,+/- 41932,48750.0,50000.0,120000.0,Summer,2018,College of Science
1554,Mathematics,Doctorate,3,54333.0,64000.0,44000.0,+/- 10017,52250.0,55000.0,64000.0,Summer,2018,College of Science
1555,Mathematics,Master,2,62500.0,78000.0,47000.0,+/- 21920,62500.0,62500.0,78000.0,Summer,2018,College of Science
1556,Statistics,Doctorate,2,89000.0,113000.0,65000.0,+/- 33941,89000.0,89000.0,113000.0,Summer,2018,College of Science
1557,Biomedical Sciences,Bachelor,2,31500.0,33000.0,30000.0,+/- 2121,31500.0,31500.0,33000.0,Summer,2018,College of Veterinary Med & Biomedical Sc
1558,University Studies,Bachelor,1,65000.0,65000.0,65000.0,+/- 0,65000.0,65000.0,65000.0,Summer,2018,College of Veterinary Med & Biomedical Sc
1559,Veterinary Pathobiology,Doctorate,3,42000.0,54000.0,36000.0,+/- 10392,36000.0,36000.0,54000.0,Summer,2018,College of Veterinary Med & Biomedical Sc
1560,Ag Communications & Journalism,Bachelor,12,49000.0,100000.0,30000.0,+/- 19725,38000.0,42500.0,50000.0,Fall,2019,College of Agriculture & Life Sciences
1561,Ag Leadership & Development,Bachelor,6,42167.0,65000.0,27000.0,+/- 16167,32500.0,35500.0,62500.0,Fall,2019,College of Agriculture & Life Sciences
1562,Agribusiness,Bachelor,8,55158.0,70000.0,40000.0,+/- 10927,51440.0,57412.5,65000.0,Fall,2019,College of Agriculture & Life Sciences
1563,Agricultural Economics,Bachelor,20,53850.0,100000.0,40000.0,+/- 15066,42000.0,50000.0,60000.0,Fall,2019,College of Agriculture & Life Sciences
1564,Agricultural Science,Bachelor,1,76000.0,76000.0,76000.0,+/- 0,76000.0,76000.0,76000.0,Fall,2019,College of Agriculture & Life Sciences
1565,Agricultural Systems Mgmt,Bachelor,7,50429.0,58000.0,40000.0,+/- 5711,49500.0,50000.0,55750.0,Fall,2019,College of Agriculture & Life Sciences
1566,Animal Science,Bachelor,7,48436.0,75000.0,30000.0,+/- 15157,38750.0,51276.0,61125.0,Fall,2019,College of Agriculture & Life Sciences
1567,Bioenvironmental Sciences,Bachelor,4,55386.0,70000.0,41544.0,+/- 11626,55000.0,55000.0,70000.0,Fall,2019,College of Agriculture & Life Sciences
1568,Food Science & Technology,Bachelor,4,58250.0,80000.0,48000.0,+/- 14796,50000.0,52500.0,80000.0,Fall,2019,College of Agriculture & Life Sciences
1569,Genetics,Bachelor,2,37500.0,40000.0,35000.0,+/- 3536,37500.0,37500.0,40000.0,Fall,2019,College of Agriculture & Life Sciences
1570,Nutrition,Bachelor,3,47333.0,60000.0,40000.0,+/- 11015,41500.0,42000.0,60000.0,Fall,2019,College of Agriculture & Life Sciences
1571,Plant & Environmental Soil Sc,Bachelor,3,110425.0,200000.0,51276.0,+/- 78892,72819.0,80000.0,200000.0,Fall,2019,College of Agriculture & Life Sciences
1572,Poultry Science,Bachelor,4,49319.0,55000.0,44000.0,+/- 4823,47000.0,49138.0,55000.0,Fall,2019,College of Agriculture & Life Sciences
1573,Rangeland Ecology & Management,Bachelor,1,51276.0,51276.0,51276.0,+/- 0,51276.0,51276.0,51276.0,Fall,2019,College of Agriculture & Life Sciences
1574,"Recreation, Park & Tourism Sc",Bachelor,10,42300.0,60000.0,24000.0,+/- 11216,35500.0,44000.0,50000.0,Fall,2019,College of Agriculture & Life Sciences
1575,Turfgrass Science,Bachelor,4,46750.0,55000.0,42000.0,+/- 5679,45000.0,45000.0,55000.0,Fall,2019,College of Agriculture & Life Sciences
1576,University Studies,Bachelor,11,57352.0,145600.0,25000.0,+/- 31200,45250.0,51276.0,61250.0,Fall,2019,College of Agriculture & Life Sciences
1577,Wildlife & Fisheries Sciences,Bachelor,4,45750.0,60000.0,30000.0,+/- 12339,45000.0,46500.0,60000.0,Fall,2019,College of Agriculture & Life Sciences
1578,Construction Science,Bachelor,67,64235.0,104000.0,40000.0,+/- 8282,60000.0,65000.0,68250.0,Fall,2019,College of Architecture
1579,Environ Design Arch Studies,Bachelor,9,52362.0,84000.0,38000.0,+/- 13177,45190.0,52000.0,55000.0,Fall,2019,College of Architecture
1580,Land & Property Development,Master,4,61500.0,75000.0,28000.0,+/- 22428,70000.0,71500.0,75000.0,Fall,2019,College of Architecture
1581,University Studies,Bachelor,20,60710.0,87000.0,30000.0,+/- 15011,55000.0,64000.0,70000.0,Fall,2019,College of Architecture
1582,Visualization,Bachelor,3,35000.0,45000.0,30000.0,+/- 8660,30000.0,30000.0,45000.0,Fall,2019,College of Architecture
1583,Visualization,Master,3,88333.0,115000.0,60000.0,+/- 27538,82500.0,90000.0,115000.0,Fall,2019,College of Architecture
1584,Public Svc & Admin-Exec Prog,Master,9,88111.0,145000.0,43000.0,+/- 32150,76750.0,85000.0,116250.0,Fall,2019,College of Bush School of Gov & Pub Serv
1585,Community Health,Bachelor,1,38000.0,38000.0,38000.0,+/- 0,38000.0,38000.0,38000.0,Fall,2019,College of Education & Human Development
1586,Curriculum & Instruction,Doctorate,7,73000.0,103000.0,45000.0,+/- 22862,54000.0,77000.0,97000.0,Fall,2019,College of Education & Human Development
1587,Curriculum & Instruction,Master,14,50214.0,59500.0,40000.0,+/- 6219,45000.0,51000.0,55000.0,Fall,2019,College of Education & Human Development
1588,Edu Human Resource Development,Master,5,56700.0,85000.0,43000.0,+/- 17290,45625.0,52000.0,78750.0,Fall,2019,College of Education & Human Development
1589,Educational Administration,Master,7,54429.0,60000.0,45000.0,+/- 6106,52500.0,54000.0,60000.0,Fall,2019,College of Education & Human Development
1590,Educational Psychology,Doctorate,2,68500.0,72000.0,65000.0,+/- 4950,68500.0,68500.0,72000.0,Fall,2019,College of Education & Human Development
1591,Health,Bachelor,5,36255.0,51276.0,30000.0,+/- 9448,30000.0,30000.0,48457.0,Fall,2019,College of Education & Human Development
1592,Human Resource Development,Bachelor,3,41667.0,43000.0,40000.0,+/- 1528,41500.0,42000.0,43000.0,Fall,2019,College of Education & Human Development
1593,Interdisciplinary Studies,Bachelor,34,50625.0,64000.0,30000.0,+/- 6335,46000.0,52250.0,55500.0,Fall,2019,College of Education & Human Development
1594,Kinesiology,Bachelor,5,41700.0,55500.0,30000.0,+/- 10183,36250.0,40000.0,53625.0,Fall,2019,College of Education & Human Development
1595,Sport Management,Bachelor,5,67000.0,120000.0,50000.0,+/- 29917,51250.0,55000.0,105000.0,Fall,2019,College of Education & Human Development
1596,Sport Management,Master,4,38250.0,50000.0,25000.0,+/- 10275,38000.0,39000.0,50000.0,Fall,2019,College of Education & Human Development
1597,Technology Management,Bachelor,4,52250.0,69000.0,40000.0,+/- 14614,40000.0,50000.0,69000.0,Fall,2019,College of Education & Human Development
1598,University Studies,Bachelor,4,48457.0,51276.0,40000.0,+/- 5638,51276.0,51276.0,51276.0,Fall,2019,College of Education & Human Development
1599,Aerospace Engineering,Bachelor,22,68240.0,79000.0,51276.0,+/- 6622,64250.0,69000.0,74500.0,Fall,2019,College of Engineering
1600,Biomedical Engineering,Bachelor,4,71250.0,75000.0,67000.0,+/- 4349,68000.0,71500.0,75000.0,Fall,2019,College of Engineering
1601,Biomedical Engineering,Master,3,73933.0,76000.0,70800.0,+/- 2759,73950.0,75000.0,76000.0,Fall,2019,College of Engineering
1602,Chemical Engineering,Bachelor,38,79895.0,103000.0,60000.0,+/- 11854,71000.0,78250.0,90000.0,Fall,2019,College of Engineering
1603,Chemical Engineering,Doctorate,4,107500.0,165000.0,70000.0,+/- 41733,85000.0,97500.0,165000.0,Fall,2019,College of Engineering
1604,Civil Engineering,Bachelor,63,62885.0,88000.0,50000.0,+/- 5598,60000.0,62000.0,63000.0,Fall,2019,College of Engineering
1605,Civil Engineering,Master,24,70314.0,123000.0,60000.0,+/- 13166,64000.0,66000.0,72000.0,Fall,2019,College of Engineering
1606,Computer Engineering - CECN,Bachelor,16,81750.0,125000.0,58000.0,+/- 16699,75000.0,77500.0,90000.0,Fall,2019,College of Engineering
1607,Computer Engineering - CEEN,Bachelor,10,79440.0,120000.0,55000.0,+/- 20502,68500.0,73950.0,96500.0,Fall,2019,College of Engineering
1608,Computer Engineering - CEEN,Master,8,116500.0,160000.0,98000.0,+/- 19139,112000.0,113500.0,120000.0,Fall,2019,College of Engineering
1609,Computer Science,Bachelor,29,77897.0,118000.0,40000.0,+/- 19048,65625.0,77500.0,93750.0,Fall,2019,College of Engineering
1610,Computer Science,Doctorate,3,48667.0,72000.0,24000.0,+/- 24028,43500.0,50000.0,72000.0,Fall,2019,College of Engineering
1611,Computer Science,Master,5,129000.0,165000.0,90000.0,+/- 30895,114750.0,123000.0,162500.0,Fall,2019,College of Engineering
1612,Electrical Engineering,Bachelor,39,74544.0,120000.0,40000.0,+/- 12153,69800.0,75000.0,79000.0,Fall,2019,College of Engineering
1613,Electrical Engineering,Doctorate,2,75500.0,106000.0,45000.0,+/- 43134,75500.0,75500.0,106000.0,Fall,2019,College of Engineering
1614,Electrical Engineering,Master,13,101523.0,190000.0,75000.0,+/- 30712,83600.0,90000.0,111500.0,Fall,2019,College of Engineering
1615,Electronic Sys Engr Technology,Bachelor,7,71007.0,79000.0,60000.0,+/- 7140,68000.0,70051.0,79000.0,Fall,2019,College of Engineering
1616,Industrial Distribution,Bachelor,68,60461.0,100000.0,26500.0,+/- 11690,52000.0,60000.0,65000.0,Fall,2019,College of Engineering
1617,Industrial Engineering,Bachelor,32,65646.0,80000.0,50000.0,+/- 9373,60000.0,66950.0,72000.0,Fall,2019,College of Engineering
1618,Industrial Engineering,Master,9,84222.0,118000.0,41000.0,+/- 22292,76250.0,80000.0,102500.0,Fall,2019,College of Engineering
1619,Manufacturing & Mech Engr Tech,Bachelor,22,64050.0,78000.0,50000.0,+/- 7893,60000.0,65000.0,70000.0,Fall,2019,College of Engineering
1620,Mechanical Engineering,Bachelor,70,70251.0,102000.0,27000.0,+/- 13256,65500.0,70000.0,75000.0,Fall,2019,College of Engineering
1621,Mechanical Engineering,Doctorate,6,85350.0,140000.0,52000.0,+/- 31614,67000.0,82500.0,117550.0,Fall,2019,College of Engineering
1622,Mechanical Engineering,Master,3,95333.0,115000.0,82000.0,+/- 17388,87250.0,89000.0,115000.0,Fall,2019,College of Engineering
1623,Multidisc Engineering Tech,Bachelor,1,72000.0,72000.0,72000.0,+/- 0,72000.0,72000.0,72000.0,Fall,2019,College of Engineering
1624,Ocean Engineering,Bachelor,4,57750.0,64000.0,47000.0,+/- 7588,58000.0,60000.0,64000.0,Fall,2019,College of Engineering
1625,Petroleum Engineering,Bachelor,18,95500.0,120000.0,72000.0,+/- 13870,85000.0,95500.0,105500.0,Fall,2019,College of Engineering
1626,Environmental Geoscience,Bachelor,2,47500.0,57000.0,38000.0,+/- 13435,47500.0,47500.0,57000.0,Fall,2019,College of Geosciences
1627,Environmental Studies,Bachelor,4,42319.0,51276.0,30000.0,+/- 9480,40000.0,44000.0,51276.0,Fall,2019,College of Geosciences
1628,Geographic Info Science & Tech,Bachelor,3,57667.0,73000.0,49000.0,+/- 13317,50500.0,51000.0,73000.0,Fall,2019,College of Geosciences
1629,Geology,Bachelor,3,58333.0,65000.0,52000.0,+/- 6506,56500.0,58000.0,65000.0,Fall,2019,College of Geosciences
1630,Meteorology,Bachelor,8,44326.0,51276.0,29500.0,+/- 9777,40000.0,50638.0,51276.0,Fall,2019,College of Geosciences
1631,Anthropology,Bachelor,2,42500.0,45000.0,40000.0,+/- 3536,42500.0,42500.0,45000.0,Fall,2019,College of Liberal Arts
1632,Communication,Bachelor,26,45214.0,79500.0,25000.0,+/- 13188,37000.0,43000.0,53500.0,Fall,2019,College of Liberal Arts
1633,Economics,Bachelor,18,63756.0,100000.0,50000.0,+/- 13977,53500.0,58500.0,72200.0,Fall,2019,College of Liberal Arts
1634,Economics,Master,6,61000.0,82000.0,24000.0,+/- 20278,60000.0,64500.0,78500.0,Fall,2019,College of Liberal Arts
1635,English,Bachelor,1,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Fall,2019,College of Liberal Arts
1636,History,Bachelor,2,46500.0,53000.0,40000.0,+/- 9192,46500.0,46500.0,53000.0,Fall,2019,College of Liberal Arts
1637,International Studies,Bachelor,12,47004.0,72000.0,25000.0,+/- 12702,40000.0,50000.0,52500.0,Fall,2019,College of Liberal Arts
1638,Philosophy,Bachelor,3,47092.0,60000.0,30000.0,+/- 15431,45957.0,51276.0,60000.0,Fall,2019,College of Liberal Arts
1639,Political Science,Bachelor,16,46636.0,70000.0,30000.0,+/- 11386,40000.0,47500.0,55000.0,Fall,2019,College of Liberal Arts
1640,Psychology,Bachelor,12,36750.0,55000.0,24000.0,+/- 9236,30000.0,35000.0,45000.0,Fall,2019,College of Liberal Arts
1641,Psychology,Master,2,71000.0,77000.0,65000.0,+/- 8485,71000.0,71000.0,77000.0,Fall,2019,College of Liberal Arts
1642,Sociology,Bachelor,2,65000.0,80000.0,50000.0,+/- 21213,65000.0,65000.0,80000.0,Fall,2019,College of Liberal Arts
1643,Telecommunication MediaStudies,Bachelor,7,53500.0,75000.0,45000.0,+/- 10743,47625.0,50000.0,63750.0,Fall,2019,College of Liberal Arts
1644,University Studies,Bachelor,4,58069.0,90000.0,43000.0,+/- 21558,48000.0,49638.0,90000.0,Fall,2019,College of Liberal Arts
1645,Accounting,Bachelor,9,56111.0,64000.0,50000.0,+/- 4106,55000.0,56000.0,59250.0,Fall,2019,College of Mays Business School
1646,Accounting,Master,5,65400.0,74000.0,56000.0,+/- 6986,62750.0,65000.0,73000.0,Fall,2019,College of Mays Business School
1647,Accounting-PPA,Master,8,57000.0,58000.0,55000.0,+/- 1282,57000.0,57500.0,58000.0,Fall,2019,College of Mays Business School
1648,Business Honors,Bachelor,3,68333.0,76000.0,64000.0,+/- 6658,64750.0,65000.0,76000.0,Fall,2019,College of Mays Business School
1649,Finance,Bachelor,25,64820.0,100000.0,31200.0,+/- 15062,55000.0,65000.0,75000.0,Fall,2019,College of Mays Business School
