idx,Major,Degree,NumSalariesReported,Avg,Max,Min,StDev,25th,Median,75th,Semester,Year,College
452,Biochemistry,Bachelor,3,46333.0,59000.0,40000.0,+/- 10970,40000.0,40000.0,59000.0,Fall,2017,College of Agriculture & Life Sciences
453,Biochemistry,Doctorate,2,41500.0,45000.0,38000.0,+/- 4950,41500.0,41500.0,45000.0,Fall,2017,College of Agriculture & Life Sciences
454,Bioenvironmental Sciences,Bachelor,7,37754.0,65000.0,20000.0,+/- 13934,32960.0,35000.0,49250.0,Fall,2017,College of Agriculture & Life Sciences
455,Biological & Agricultural Engr,Bachelor,1,62000.0,62000.0,62000.0,+/- 0,62000.0,62000.0,62000.0,Fall,2017,College of Agriculture & Life Sciences
456,Biological & Agricultural Engr,Master,2,80650.0,96300.0,65000.0,+/- 22132,80650.0,80650.0,96300.0,Fall,2017,College of Agriculture & Life Sciences
457,Community Development,Bachelor,1,30000.0,30000.0,30000.0,+/- 0,30000.0,30000.0,30000.0,Fall,2017,College of Agriculture & Life Sciences
458,Ecological Restoration,Bachelor,1,45000.0,45000.0,45000.0,+/- 0,45000.0,45000.0,45000.0,Fall,2017,College of Agriculture & Life Sciences
459,Food Science & Technology,Bachelor,3,55000.0,60000.0,45000.0,+/- 8660,56250.0,60000.0,60000.0,Fall,2017,College of Agriculture & Life Sciences
460,Forestry,Bachelor,2,35000.0,40000.0,30000.0,+/- 7071,35000.0,35000.0,40000.0,Fall,2017,College of Agriculture & Life Sciences
461,Genetics,Bachelor,4,57370.0,125000.0,27040.0,+/- 45434,37440.0,38720.0,125000.0,Fall,2017,College of Agriculture & Life Sciences
462,Horticulture,Bachelor,3,50000.0,60000.0,40000.0,+/- 10000,47500.0,50000.0,60000.0,Fall,2017,College of Agriculture & Life Sciences
463,Nutrition,Bachelor,2,50000.0,65000.0,35000.0,+/- 21213,50000.0,50000.0,65000.0,Fall,2017,College of Agriculture & Life Sciences
464,Nutritional Sciences,Bachelor,1,30000.0,30000.0,30000.0,+/- 0,30000.0,30000.0,30000.0,Fall,2017,College of Agriculture & Life Sciences
465,Plant & Environmental Soil Sc,Bachelor,1,51000.0,51000.0,51000.0,+/- 0,51000.0,51000.0,51000.0,Fall,2017,College of Agriculture & Life Sciences
466,Plant Breeding,Doctorate,3,65667.0,92000.0,50000.0,+/- 22942,53750.0,55000.0,92000.0,Fall,2017,College of Agriculture & Life Sciences
467,Rangeland Ecology & Management,Bachelor,3,45833.0,56500.0,35000.0,+/- 10751,43250.0,46000.0,56500.0,Fall,2017,College of Agriculture & Life Sciences
468,"Recreation, Park & Tourism Sc",Bachelor,7,34143.0,48000.0,20800.0,+/- 8878,30150.0,35000.0,42000.0,Fall,2017,College of Agriculture & Life Sciences
469,"Recreation, Park & Tourism Sc",Master,2,51125.0,55000.0,47250.0,+/- 5480,51125.0,51125.0,55000.0,Fall,2017,College of Agriculture & Life Sciences
470,Renewable Natural Resources,Bachelor,1,70000.0,70000.0,70000.0,+/- 0,70000.0,70000.0,70000.0,Fall,2017,College of Agriculture & Life Sciences
471,Spatial Sciences,Bachelor,1,50000.0,50000.0,50000.0,+/- 0,50000.0,50000.0,50000.0,Fall,2017,College of Agriculture & Life Sciences
472,Turfgrass Science,Bachelor,1,84000.0,84000.0,84000.0,+/- 0,84000.0,84000.0,84000.0,Fall,2017,College of Agriculture & Life Sciences
473,University Studies,Bachelor,11,48500.0,70000.0,30000.0,+/- 14911,35750.0,45000.0,64000.0,Fall,2017,College of Agriculture & Life Sciences
474,Wildlife & Fisheries Sciences,Bachelor,6,50092.0,100000.0,25000.0,+/- 26971,36500.0,48138.0,75638.0,Fall,2017,College of Agriculture & Life Sciences
475,Wildlife & Fisheries Sciences,Doctorate,2,50000.0,57000.0,43000.0,+/- 9899,50000.0,50000.0,57000.0,Fall,2017,College of Agriculture & Life Sciences
476,Construction Management,Master,2,65638.0,80000.0,51276.0,+/- 20311,65638.0,65638.0,80000.0,Fall,2017,College of Architecture
477,Construction Science,Bachelor,59,61544.0,85000.0,45000.0,+/- 6335,58875.0,62000.0,64550.0,Fall,2017,College of Architecture
478,Environ Design Arch Studies,Bachelor,5,63600.0,150000.0,33000.0,+/- 48962,40000.0,40000.0,126250.0,Fall,2017,College of Architecture
479,Land & Property Development,Master,3,64333.0,75000.0,58000.0,+/- 9292,59500.0,60000.0,75000.0,Fall,2017,College of Architecture
480,Landscape Architecture,Bachelor,2,103500.0,165000.0,42000.0,+/- 86974,103500.0,103500.0,165000.0,Fall,2017,College of Architecture
481,University Studies,Bachelor,16,53267.0,65000.0,20000.0,+/- 12992,51276.0,58000.0,60000.0,Fall,2017,College of Architecture
482,Urban & Regional Planning,Bachelor,2,65638.0,80000.0,51276.0,+/- 20311,65638.0,65638.0,80000.0,Fall,2017,College of Architecture
483,Visualization,Bachelor,1,24000.0,24000.0,24000.0,+/- 0,24000.0,24000.0,24000.0,Fall,2017,College of Architecture
484,Visualization,Master,2,58040.0,62000.0,54080.0,+/- 5600,58040.0,58040.0,62000.0,Fall,2017,College of Architecture
485,Public Svc & Admin-Exec Prog,Master,7,88640.0,150000.0,51276.0,+/- 33340,71078.75,75500.0,120750.0,Fall,2017,College of Bush School of Gov & Pub Serv
486,Community Health,Bachelor,3,25333.0,32000.0,20000.0,+/- 6110,23000.0,24000.0,32000.0,Fall,2017,College of Education & Human Development
487,Curriculum & Instruction,Doctorate,5,71200.0,85000.0,45000.0,+/- 17669,65750.0,80000.0,85000.0,Fall,2017,College of Education & Human Development
488,Curriculum & Instruction,Master,9,52333.0,80000.0,35000.0,+/- 11997,49375.0,52500.0,53000.0,Fall,2017,College of Education & Human Development
489,Edu Human Resource Development,Master,5,82000.0,130000.0,42000.0,+/- 43064,49750.0,70000.0,128750.0,Fall,2017,College of Education & Human Development
490,Educational Technology,Master,5,50800.0,60000.0,44000.0,+/- 6140,47750.0,50000.0,58250.0,Fall,2017,College of Education & Human Development
491,Health,Bachelor,9,34667.0,51000.0,20000.0,+/- 9138,30000.0,35000.0,41250.0,Fall,2017,College of Education & Human Development
492,Human Resource Development,Bachelor,5,40600.0,48000.0,25000.0,+/- 9182,41250.0,45000.0,47250.0,Fall,2017,College of Education & Human Development
493,Interdisciplinary Studies,Bachelor,47,46469.0,54000.0,22000.0,+/- 8407,42500.0,51000.0,52132.5,Fall,2017,College of Education & Human Development
494,Kinesiology,Bachelor,2,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Fall,2017,College of Education & Human Development
495,Sport Management,Bachelor,5,34800.0,48000.0,24000.0,+/- 9094,30750.0,36000.0,45250.0,Fall,2017,College of Education & Human Development
496,Sport Management,Master,5,50800.0,60000.0,35000.0,+/- 9654,51000.0,51000.0,59250.0,Fall,2017,College of Education & Human Development
497,Technology Management,Bachelor,7,65571.0,75000.0,50000.0,+/- 8223,64250.0,65000.0,72750.0,Fall,2017,College of Education & Human Development
498,University Studies,Bachelor,4,41250.0,53000.0,32000.0,+/- 8694,40000.0,40000.0,53000.0,Fall,2017,College of Education & Human Development
499,Aerospace Engineering,Bachelor,19,65979.0,82000.0,46000.0,+/- 7620,62000.0,65000.0,71125.0,Fall,2017,College of Engineering
500,Aerospace Engineering,Master,2,79000.0,95000.0,63000.0,+/- 22627,79000.0,79000.0,95000.0,Fall,2017,College of Engineering
501,Biomedical Engineering,Bachelor,3,67833.0,75000.0,63500.0,+/- 6252,64625.0,65000.0,75000.0,Fall,2017,College of Engineering
502,Biomedical Engineering,Doctorate,2,108850.0,117700.0,100000.0,+/- 12516,108850.0,108850.0,117700.0,Fall,2017,College of Engineering
503,Biomedical Engineering,Master,2,68500.0,69000.0,68000.0,+/- 707,68500.0,68500.0,69000.0,Fall,2017,College of Engineering
504,Chemical Engineering,Bachelor,26,73745.0,102000.0,51276.0,+/- 12177,66500.0,74000.0,78000.0,Fall,2017,College of Engineering
505,Chemical Engineering,Doctorate,2,114750.0,116500.0,113000.0,+/- 2475,114750.0,114750.0,116500.0,Fall,2017,College of Engineering
506,Civil Engineering,Bachelor,36,60104.0,91000.0,50000.0,+/- 7127,57000.0,59800.0,64000.0,Fall,2017,College of Engineering
507,Civil Engineering,Master,15,60688.0,70000.0,50000.0,+/- 5325,58000.0,60320.0,65000.0,Fall,2017,College of Engineering
508,Computer Engineering - CECN,Bachelor,15,75720.0,100000.0,45000.0,+/- 13273,71250.0,75000.0,86250.0,Fall,2017,College of Engineering
509,Computer Engineering - CECN,Doctorate,2,117500.0,150000.0,85000.0,+/- 45962,117500.0,117500.0,150000.0,Fall,2017,College of Engineering
510,Computer Engineering - CEEN,Bachelor,7,67514.0,85000.0,46000.0,+/- 12027,66750.0,69600.0,76000.0,Fall,2017,College of Engineering
511,Computer Engineering - CEEN,Doctorate,2,140000.0,145000.0,135000.0,+/- 7071,140000.0,140000.0,145000.0,Fall,2017,College of Engineering
512,Computer Engineering - CEEN,Master,3,118000.0,180000.0,82000.0,+/- 53926,89500.0,92000.0,180000.0,Fall,2017,College of Engineering
513,Computer Science,Bachelor,33,72397.0,115000.0,45000.0,+/- 16683,63500.0,67500.0,78750.0,Fall,2017,College of Engineering
514,Computer Science,Master,9,112444.0,150000.0,54000.0,+/- 25210,110500.0,115000.0,122250.0,Fall,2017,College of Engineering
515,Electrical Engineering,Bachelor,30,68405.0,86508.0,50000.0,+/- 7829,65000.0,68500.0,75000.0,Fall,2017,College of Engineering
516,Electrical Engineering,Doctorate,6,93667.0,140000.0,52000.0,+/- 30761,81000.0,95000.0,125000.0,Fall,2017,College of Engineering
517,Electrical Engineering,Master,2,81250.0,90000.0,72500.0,+/- 12374,81250.0,81250.0,90000.0,Fall,2017,College of Engineering
518,Electronic Sys Engr Technology,Bachelor,9,59000.0,75000.0,25000.0,+/- 16125,61250.0,63000.0,70000.0,Fall,2017,College of Engineering
519,Engineering Technology,Bachelor,14,63507.0,70000.0,55000.0,+/- 4631,60250.0,63500.0,68300.0,Fall,2017,College of Engineering
520,Industrial Distribution,Bachelor,60,57152.0,80000.0,37000.0,+/- 8167,51276.0,55000.0,63000.0,Fall,2017,College of Engineering
521,Industrial Engineering,Bachelor,32,65506.0,90000.0,50000.0,+/- 7639,62000.0,64500.0,70000.0,Fall,2017,College of Engineering
522,Industrial Engineering,Master,5,83800.0,93000.0,75000.0,+/- 8556,77500.0,85000.0,92500.0,Fall,2017,College of Engineering
523,Manufacturing & Mech Engr Tech,Bachelor,2,66500.0,68000.0,65000.0,+/- 2121,66500.0,66500.0,68000.0,Fall,2017,College of Engineering
524,Mechanical Engineering,Bachelor,32,69741.0,96000.0,53000.0,+/- 9841,64500.0,68000.0,75000.0,Fall,2017,College of Engineering
525,Mechanical Engineering,Doctorate,2,60000.0,78000.0,42000.0,+/- 25456,60000.0,60000.0,78000.0,Fall,2017,College of Engineering
526,Nuclear Engineering,Bachelor,2,45638.0,51276.0,40000.0,+/- 7973,45638.0,45638.0,51276.0,Fall,2017,College of Engineering
527,Nuclear Engineering,Doctorate,3,98800.0,135000.0,75000.0,+/- 31864,83550.0,86400.0,135000.0,Fall,2017,College of Engineering
528,Ocean Engineering,Bachelor,3,59000.0,70000.0,50000.0,+/- 10149,55250.0,57000.0,70000.0,Fall,2017,College of Engineering
529,Ocean Engineering,Master,2,78500.0,85000.0,72000.0,+/- 9192,78500.0,78500.0,85000.0,Fall,2017,College of Engineering
530,Petroleum Engineering,Bachelor,38,85224.0,112000.0,50000.0,+/- 17951,70000.0,87500.0,101000.0,Fall,2017,College of Engineering
531,Petroleum Engineering,Master,5,146000.0,250000.0,60000.0,+/- 85396,96250.0,100000.0,243750.0,Fall,2017,College of Engineering
532,Environmental Geoscience,Bachelor,4,40430.0,46000.0,30720.0,+/- 6985,40000.0,42500.0,46000.0,Fall,2017,College of Geosciences
533,Environmental Studies,Bachelor,3,50667.0,56000.0,46000.0,+/- 5033,49000.0,50000.0,56000.0,Fall,2017,College of Geosciences
534,Geographic Info Science & Tech,Bachelor,2,61038.0,70800.0,51276.0,+/- 13806,61038.0,61038.0,70800.0,Fall,2017,College of Geosciences
535,Geology,Bachelor,9,70222.0,104000.0,50000.0,+/- 16769,61000.0,70000.0,78750.0,Fall,2017,College of Geosciences
536,Geophysics,Bachelor,1,65000.0,65000.0,65000.0,+/- 0,65000.0,65000.0,65000.0,Fall,2017,College of Geosciences
537,Meteorology,Bachelor,1,51276.0,51276.0,51276.0,+/- 0,51276.0,51276.0,51276.0,Fall,2017,College of Geosciences
538,University Studies,Bachelor,1,60000.0,60000.0,60000.0,+/- 0,60000.0,60000.0,60000.0,Fall,2017,College of Geosciences
539,Anthropology,Bachelor,2,29000.0,30000.0,28000.0,+/- 1414,29000.0,29000.0,30000.0,Fall,2017,College of Liberal Arts
540,Communication,Bachelor,17,40851.0,70000.0,23500.0,+/- 10742,36500.0,40000.0,45000.0,Fall,2017,College of Liberal Arts
541,Economics,Bachelor,10,55700.0,80000.0,35000.0,+/- 11363,52000.0,55000.0,60000.0,Fall,2017,College of Liberal Arts
542,Economics,Master,4,61875.0,72000.0,55500.0,+/- 7075,60000.0,60000.0,72000.0,Fall,2017,College of Liberal Arts
543,English,Bachelor,4,38250.0,52000.0,25000.0,+/- 12066,32000.0,38000.0,52000.0,Fall,2017,College of Liberal Arts
544,History,Bachelor,6,53379.0,72000.0,25000.0,+/- 17923,46638.0,55638.0,71000.0,Fall,2017,College of Liberal Arts
