"College of Agriculture & Life Sciences","","","","","","","","",""
"Curriculum & Instruction","Doctorate","5","$71,200.00","$85,000.00","$45,000.00","+/- 17669","$65,750.00","$80,000.00","$85,000.00"
"Curriculum & Instruction","Master","9","$52,333.00","$80,000.00","$35,000.00","+/- 11997","$49,375.00","$52,500.00","$53,000.00"
"Edu Human Resource Development","Master","5","$82,000.00","$130,000.00","$42,000.00","+/- 43064","$49,750.00","$70,000.00","$128,750.00"
"Educational Technology","Master","5","$50,800.00","$60,000.00","$44,000.00","+/- 6140","$47,750.00","$50,000.00","$58,250.00"
"Health","Bachelor","9","$34,667.00","$51,000.00","$20,000.00","+/- 9138","$30,000.00","$35,000.00","$41,250.00"
"Human Resource Development","Bachelor","5","$40,600.00","$48,000.00","$25,000.00","+/- 9182","$41,250.00","$45,000.00","$47,250.00"
"Interdisciplinary Studies","Bachelor","47","$46,469.00","$54,000.00","$22,000.00","+/- 8407","$42,500.00","$51,000.00","$52,132.50"
"Kinesiology","Bachelor","2","$40,000.00","$40,000.00","$40,000.00","+/- 0","$40,000.00","$40,000.00","$40,000.00"
"Sport Management","Bachelor","5","$34,800.00","$48,000.00","$24,000.00","+/- 9094","$30,750.00","$36,000.00","$45,250.00"
"Sport Management","Master","5","$50,800.00","$60,000.00","$35,000.00","+/- 9654","$51,000.00","$51,000.00","$59,250.00"
"Technology Management","Bachelor","7","$65,571.00","$75,000.00","$50,000.00","+/- 8223","$64,250.00","$65,000.00","$72,750.00"
"University Studies","Bachelor","4","$41,250.00","$53,000.00","$32,000.00","+/- 8694","$40,000.00","$40,000.00","$53,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","82","$44,550.00","$75,000.00","$20,000.00","+/- 11752","$37,500.00","$47,250.00","$52,000.00"
"Master","","24","$57,875.00","$130,000.00","$35,000.00","+/- 23572","$47,000.00","$52,250.00","$60,000.00"
"Doctorate","","5","$71,200.00","$85,000.00","$45,000.00","+/- 17669","$65,750.00","$80,000.00","$85,000.00"
"College of Engineering","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Aerospace Engineering","Bachelor","19","$65,979.00","$82,000.00","$46,000.00","+/- 7620","$62,000.00","$65,000.00","$71,125.00"
"Aerospace Engineering","Master","2","$79,000.00","$95,000.00","$63,000.00","+/- 22627","$79,000.00","$79,000.00","$95,000.00"
"Biomedical Engineering","Bachelor","3","$67,833.00","$75,000.00","$63,500.00","+/- 6252","$64,625.00","$65,000.00","$75,000.00"
"Biomedical Engineering","Doctorate","2","$108,850.00","$117,700.00","$100,000.00","+/- 12516","$108,850.00","$108,850.00","$117,700.00"
"Biomedical Engineering","Master","2","$68,500.00","$69,000.00","$68,000.00","+/- 707","$68,500.00","$68,500.00","$69,000.00"
"Chemical Engineering","Bachelor","26","$73,745.00","$102,000.00","$51,276.00","+/- 12177","$66,500.00","$74,000.00","$78,000.00"
"Chemical Engineering","Doctorate","2","$114,750.00","$116,500.00","$113,000.00","+/- 2475","$114,750.00","$114,750.00","$116,500.00"
"Civil Engineering","Bachelor","36","$60,104.00","$91,000.00","$50,000.00","+/- 7127","$57,000.00","$59,800.00","$64,000.00"
"Civil Engineering","Master","15","$60,688.00","$70,000.00","$50,000.00","+/- 5325","$58,000.00","$60,320.00","$65,000.00"
"Computer Engineering - CECN","Bachelor","15","$75,720.00","$100,000.00","$45,000.00","+/- 13273","$71,250.00","$75,000.00","$86,250.00"
"Computer Engineering - CECN","Doctorate","2","$117,500.00","$150,000.00","$85,000.00","+/- 45962","$117,500.00","$117,500.00","$150,000.00"
"Computer Engineering - CEEN","Bachelor","7","$67,514.00","$85,000.00","$46,000.00","+/- 12027","$66,750.00","$69,600.00","$76,000.00"
"Computer Engineering - CEEN","Doctorate","2","$140,000.00","$145,000.00","$135,000.00","+/- 7071","$140,000.00","$140,000.00","$145,000.00"
"Computer Engineering - CEEN","Master","3","$118,000.00","$180,000.00","$82,000.00","+/- 53926","$89,500.00","$92,000.00","$180,000.00"
"Computer Science","Bachelor","33","$72,397.00","$115,000.00","$45,000.00","+/- 16683","$63,500.00","$67,500.00","$78,750.00"
"Computer Science","Master","9","$112,444.00","$150,000.00","$54,000.00","+/- 25210","$110,500.00","$115,000.00","$122,250.00"
"Electrical Engineering","Bachelor","30","$68,405.00","$86,508.00","$50,000.00","+/- 7829","$65,000.00","$68,500.00","$75,000.00"
"Electrical Engineering","Doctorate","6","$93,667.00","$140,000.00","$52,000.00","+/- 30761","$81,000.00","$95,000.00","$125,000.00"
"Electrical Engineering","Master","2","$81,250.00","$90,000.00","$72,500.00","+/- 12374","$81,250.00","$81,250.00","$90,000.00"
"Electronic Sys Engr Technology","Bachelor","9","$59,000.00","$75,000.00","$25,000.00","+/- 16125","$61,250.00","$63,000.00","$70,000.00"
"Engineering Technology","Bachelor","14","$63,507.00","$70,000.00","$55,000.00","+/- 4631","$60,250.00","$63,500.00","$68,300.00"
"Industrial Distribution","Bachelor","60","$57,152.00","$80,000.00","$37,000.00","+/- 8167","$51,276.00","$55,000.00","$63,000.00"
"Industrial Engineering","Bachelor","32","$65,506.00","$90,000.00","$50,000.00","+/- 7639","$62,000.00","$64,500.00","$70,000.00"
"Industrial Engineering","Master","5","$83,800.00","$93,000.00","$75,000.00","+/- 8556","$77,500.00","$85,000.00","$92,500.00"
"Manufacturing & Mech Engr Tech","Bachelor","2","$66,500.00","$68,000.00","$65,000.00","+/- 2121","$66,500.00","$66,500.00","$68,000.00"
"Mechanical Engineering","Bachelor","32","$69,741.00","$96,000.00","$53,000.00","+/- 9841","$64,500.00","$68,000.00","$75,000.00"
"Mechanical Engineering","Doctorate","2","$60,000.00","$78,000.00","$42,000.00","+/- 25456","$60,000.00","$60,000.00","$78,000.00"
"Nuclear Engineering","Bachelor","2","$45,638.00","$51,276.00","$40,000.00","+/- 7973","$45,638.00","$45,638.00","$51,276.00"
"Nuclear Engineering","Doctorate","3","$98,800.00","$135,000.00","$75,000.00","+/- 31864","$83,550.00","$86,400.00","$135,000.00"
"Ocean Engineering","Bachelor","3","$59,000.00","$70,000.00","$50,000.00","+/- 10149","$55,250.00","$57,000.00","$70,000.00"
"Ocean Engineering","Master","2","$78,500.00","$85,000.00","$72,000.00","+/- 9192","$78,500.00","$78,500.00","$85,000.00"
"Petroleum Engineering","Bachelor","38","$85,224.00","$112,000.00","$50,000.00","+/- 17951","$70,000.00","$87,500.00","$101,000.00"
"Petroleum Engineering","Master","5","$146,000.00","$250,000.00","$60,000.00","+/- 85396","$96,250.00","$100,000.00","$243,750.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","361","$67,603.00","$115,000.00","$25,000.00","+/- 13892","$60,000.00","$65,000.00","$72,875.00"
"Master","","45","$89,774.00","$250,000.00","$50,000.00","+/- 42302","$63,000.00","$75,000.00","$106,000.00"
"Doctorate","","19","$102,137.00","$150,000.00","$42,000.00","+/- 31178","$83,250.00","$100,000.00","$135,000.00"
"College of Geosciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Environmental Geoscience","Bachelor","4","$40,430.00","$46,000.00","$30,720.00","+/- 6985","$40,000.00","$42,500.00","$46,000.00"
"Environmental Studies","Bachelor","3","$50,667.00","$56,000.00","$46,000.00","+/- 5033","$49,000.00","$50,000.00","$56,000.00"
"Geographic Info Science & Tech","Bachelor","2","$61,038.00","$70,800.00","$51,276.00","+/- 13806","$61,038.00","$61,038.00","$70,800.00"
"Geology","Bachelor","9","$70,222.00","$104,000.00","$50,000.00","+/- 16769","$61,000.00","$70,000.00","$78,750.00"
"Geophysics","Bachelor","1","$65,000.00","$65,000.00","$65,000.00","+/- 0","$65,000.00","$65,000.00","$65,000.00"
"Meteorology","Bachelor","1","$51,276.00","$51,276.00","$51,276.00","+/- 0","$51,276.00","$51,276.00","$51,276.00"
"University Studies","Bachelor","1","$60,000.00","$60,000.00","$60,000.00","+/- 0","$60,000.00","$60,000.00","$60,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","21","$59,242.00","$104,000.00","$30,720.00","+/- 16526","$50,000.00","$56,000.00","$70,600.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Liberal Arts","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Anthropology","Bachelor","2","$29,000.00","$30,000.00","$28,000.00","+/- 1414","$29,000.00","$29,000.00","$30,000.00"
"Communication","Bachelor","17","$40,851.00","$70,000.00","$23,500.00","+/- 10742","$36,500.00","$40,000.00","$45,000.00"
"Economics","Bachelor","10","$55,700.00","$80,000.00","$35,000.00","+/- 11363","$52,000.00","$55,000.00","$60,000.00"
"Economics","Master","4","$61,875.00","$72,000.00","$55,500.00","+/- 7075","$60,000.00","$60,000.00","$72,000.00"
"English","Bachelor","4","$38,250.00","$52,000.00","$25,000.00","+/- 12066","$32,000.00","$38,000.00","$52,000.00"
"History","Bachelor","6","$53,379.00","$72,000.00","$25,000.00","+/- 17923","$46,638.00","$55,638.00","$71,000.00"
"International Studies","Bachelor","12","$46,615.00","$56,000.00","$30,000.00","+/- 7359","$45,000.00","$49,638.00","$51,276.00"
"Music","Bachelor","1","$51,276.00","$51,276.00","$51,276.00","+/- 0","$51,276.00","$51,276.00","$51,276.00"
"Philosophy","Bachelor","1","$30,000.00","$30,000.00","$30,000.00","+/- 0","$30,000.00","$30,000.00","$30,000.00"
"Political Science","Bachelor","10","$45,255.00","$60,000.00","$20,000.00","+/- 13030","$40,000.00","$48,138.00","$57,500.00"
"Psychology","Bachelor","16","$39,875.00","$51,000.00","$20,000.00","+/- 9986","$35,000.00","$40,000.00","$50,000.00"
"Sociology","Bachelor","7","$36,000.00","$60,000.00","$20,000.00","+/- 14617","$26,500.00","$30,000.00","$52,500.00"
"Spanish","Bachelor","3","$46,167.00","$50,000.00","$40,000.00","+/- 5393","$46,375.00","$48,500.00","$50,000.00"
"Telecommunication MediaStudies","Bachelor","1","$45,000.00","$45,000.00","$45,000.00","+/- 0","$45,000.00","$45,000.00","$45,000.00"
"Theatre Arts","Bachelor","1","$34,000.00","$34,000.00","$34,000.00","+/- 0","$34,000.00","$34,000.00","$34,000.00"
"University Studies","Bachelor","1","$38,000.00","$38,000.00","$38,000.00","+/- 0","$38,000.00","$38,000.00","$38,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","92","$43,711.00","$80,000.00","$20,000.00","+/- 12346","$35,000.00","$45,000.00","$51,276.00"
"Master","","4","$61,875.00","$72,000.00","$55,500.00","+/- 7075","$60,000.00","$60,000.00","$72,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Mays Business School","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Accounting","Bachelor","10","$55,950.00","$70,000.00","$50,000.00","+/- 6274","$52,000.00","$54,500.00","$60,500.00"
"Accounting","Master","2","$55,500.00","$56,000.00","$55,000.00","+/- 707","$55,500.00","$55,500.00","$56,000.00"
"Accounting-PPA","Master","9","$48,111.00","$56,000.00","$20,000.00","+/- 14585","$54,375.00","$55,500.00","$55,875.00"
"Business Administration","Master","6","$92,917.00","$120,000.00","$67,500.00","+/- 18424","$84,500.00","$90,000.00","$113,000.00"
"Business Honors","Bachelor","2","$64,000.00","$70,000.00","$58,000.00","+/- 8485","$64,000.00","$64,000.00","$70,000.00"
"Finance","Bachelor","20","$65,460.00","$110,000.00","$44,000.00","+/- 15955","$59,000.00","$61,000.00","$75,000.00"
"Financial Management","Master","4","$74,750.00","$80,000.00","$70,000.00","+/- 4573","$72,000.00","$74,500.00","$80,000.00"
"Financial Management-PPA","Master","3","$55,667.00","$56,500.00","$55,000.00","+/- 764","$55,375.00","$55,500.00","$56,500.00"
"Human Resource Management","Master","14","$74,464.00","$92,000.00","$40,000.00","+/- 11926","$72,650.00","$76,000.00","$80,000.00"
"Land Economics & Real Estate","Master","10","$65,650.00","$85,000.00","$50,000.00","+/- 10193","$60,000.00","$66,000.00","$73,750.00"
"Management","Bachelor","11","$46,364.00","$57,000.00","$31,000.00","+/- 7903","$44,250.00","$48,000.00","$52,250.00"
"Management","Master","8","$81,250.00","$86,000.00","$77,000.00","+/- 3151","$80,000.00","$81,000.00","$85,000.00"
"Management Information Systems","Bachelor","15","$64,107.00","$79,000.00","$36,000.00","+/- 10257","$62,750.00","$63,600.00","$70,625.00"
"Management Information Systems-PPA","Master","2","$68,000.00","$69,000.00","$67,000.00","+/- 1414","$68,000.00","$68,000.00","$69,000.00"
"Marketing","Bachelor","17","$50,529.00","$70,000.00","$25,000.00","+/- 11478","$43,625.00","$52,000.00","$60,750.00"
"Marketing","Master","4","$87,000.00","$125,000.00","$60,000.00","+/- 29428","$68,000.00","$81,500.00","$125,000.00"
"Supply Chain Management","Bachelor","20","$58,500.00","$72,500.00","$40,000.00","+/- 9778","$50,000.00","$60,000.00","$68,000.00"
"University Studies","Bachelor","7","$47,286.00","$58,000.00","$25,000.00","+/- 11456","$44,250.00","$50,000.00","$56,500.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","102","$57,140.00","$110,000.00","$25,000.00","+/- 12985","$50,000.00","$58,000.00","$65,000.00"
"Master","","62","$70,976.00","$125,000.00","$20,000.00","+/- 18149","$56,250.00","$71,150.00","$80,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Medicine","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Medical Sciences","Doctorate","2","$48,500.00","$50,000.00","$47,000.00","+/- 2121","$48,500.00","$48,500.00","$50,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","2","$48,500.00","$50,000.00","$47,000.00","+/- 2121","$48,500.00","$48,500.00","$50,000.00"
"College of Nursing","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Nursing","Bachelor","3","$51,667.00","$55,000.00","$50,000.00","+/- 2887","$50,000.00","$50,000.00","$55,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","3","$51,667.00","$55,000.00","$50,000.00","+/- 2887","$50,000.00","$50,000.00","$55,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Public Health","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Public Health","Bachelor","1","$75,000.00","$75,000.00","$75,000.00","+/- 0","$75,000.00","$75,000.00","$75,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","1","$75,000.00","$75,000.00","$75,000.00","+/- 0","$75,000.00","$75,000.00","$75,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Science","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Applied Mathematical Sciences","Bachelor","12","$57,550.00","$68,000.00","$30,000.00","+/- 10350","$57,000.00","$60,000.00","$64,500.00"
"Biology","Bachelor","2","$41,500.00","$53,000.00","$30,000.00","+/- 16263","$41,500.00","$41,500.00","$53,000.00"
"Biology","Doctorate","3","$45,667.00","$53,000.00","$36,000.00","+/- 8737","$45,000.00","$48,000.00","$53,000.00"
"Chemistry","Bachelor","3","$47,500.00","$80,000.00","$20,000.00","+/- 30311","$36,875.00","$42,500.00","$80,000.00"
"Chemistry","Doctorate","4","$54,925.00","$86,000.00","$41,000.00","+/- 20913","$44,700.00","$46,350.00","$86,000.00"
"Mathematics","Bachelor","4","$46,750.00","$65,000.00","$25,000.00","+/- 16701","$45,000.00","$48,500.00","$65,000.00"
"Physics","Bachelor","1","$85,000.00","$85,000.00","$85,000.00","+/- 0","$85,000.00","$85,000.00","$85,000.00"
"Statistics","Master","6","$103,546.00","$180,000.00","$45,000.00","+/- 51669","$70,638.00","$107,500.00","$155,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","22","$54,005.00","$85,000.00","$20,000.00","+/- 16732","$46,000.00","$57,500.00","$64,750.00"
"Master","","6","$103,546.00","$180,000.00","$45,000.00","+/- 51669","$70,638.00","$107,500.00","$155,000.00"
"Doctorate","","7","$50,957.00","$86,000.00","$36,000.00","+/- 16389","$43,775.00","$48,000.00","$61,250.00"
"College of Veterinary Med & Biomedical Sc","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Biomedical Sciences","Bachelor","7","$37,857.00","$100,000.00","$20,000.00","+/- 29283","$23,000.00","$25,000.00","$62,500.00"
"Biomedical Sciences","Master","2","$25,000.00","$30,000.00","$20,000.00","+/- 7071","$25,000.00","$25,000.00","$30,000.00"
"University Studies","Bachelor","1","$71,500.00","$71,500.00","$71,500.00","+/- 0","$71,500.00","$71,500.00","$71,500.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","8","$42,062.00","$100,000.00","$20,000.00","+/- 29605","$24,000.00","$25,500.00","$71,500.00"
"Master","","2","$25,000.00","$30,000.00","$20,000.00","+/- 7071","$25,000.00","$25,000.00","$30,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
