"College of Agriculture and Life Sciences","","","","","","","","",""
"College of Education & Human Development","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"All Elementary Education","Bachelor","1","$134,000.00","$134,000.00","$134,000.00","+/- 0","$134,000.00","$134,000.00","$134,000.00"
"All Higher Education","Master","3","$40,333.00","$47,000.00","$32,000.00","+/- 7638","$39,500.00","$42,000.00","$47,000.00"
"All Secondary Education","Bachelor","1","$43,500.00","$43,500.00","$43,500.00","+/- 0","$43,500.00","$43,500.00","$43,500.00"
"Education Administration","Doctorate","2","$120,000.00","$120,000.00","$120,000.00","+/- 0","$120,000.00","$120,000.00","$120,000.00"
"Educational Curriculum & Instruct.","Doctorate","2","$61,500.00","$62,000.00","$61,000.00","+/- 707","$61,500.00","$61,500.00","$62,000.00"
"Educational Curriculum & Instruct.","Master","10","$45,300.00","$53,000.00","$38,000.00","+/- 5293","$42,000.00","$43,000.00","$51,500.00"
"Educational Psychology","Doctorate","6","$59,333.00","$80,000.00","$44,000.00","+/- 12453","$53,500.00","$58,000.00","$72,500.00"
"Health","Bachelor","7","$37,382.00","$50,000.00","$31,000.00","+/- 6920","$31,918.75","$36,000.00","$44,000.00"
"Human Resource Development","Master","3","$58,000.00","$80,000.00","$24,000.00","+/- 29866","$58,500.00","$70,000.00","$80,000.00"
"Interdisciplinary Studies","Bachelor","2","$36,000.00","$40,000.00","$32,000.00","+/- 5657","$36,000.00","$36,000.00","$40,000.00"
"IS - Human Resource Development","Bachelor","29","$41,414.00","$60,000.00","$27,000.00","+/- 8831","$35,000.00","$40,000.00","$47,250.00"
"IS - Technology Management","Bachelor","6","$39,167.00","$60,000.00","$27,000.00","+/- 12024","$32,500.00","$35,000.00","$53,000.00"
"Kinesiology","Bachelor","3","$37,333.00","$48,000.00","$24,000.00","+/- 12220","$36,000.00","$40,000.00","$48,000.00"
"Sports Management","Bachelor","12","$37,250.00","$66,000.00","$22,000.00","+/- 11347","$30,000.00","$38,000.00","$40,000.00"
"Sports Management","Master","2","$62,500.00","$65,000.00","$60,000.00","+/- 3536","$62,500.00","$62,500.00","$65,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","61","$41,085.00","$134,000.00","$22,000.00","+/- 15260","$32,000.00","$40,000.00","$44,750.00"
"Master","","18","$48,500.00","$80,000.00","$24,000.00","+/- 13570","$42,000.00","$45,000.00","$56,500.00"
"Doctorate","","10","$71,900.00","$120,000.00","$44,000.00","+/- 27012","$58,000.00","$61,500.00","$100,000.00"
"College of Engineering","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Aerospace Engineering","Doctorate","3","$95,000.00","$115,000.00","$80,000.00","+/- 18028","$87,500.00","$90,000.00","$115,000.00"
"Chemical Engineering","Bachelor","5","$87,000.00","$105,000.00","$70,000.00","+/- 13038","$82,500.00","$90,000.00","$101,250.00"
"Chemical Engineering","Doctorate","2","$81,000.00","$124,000.00","$38,000.00","+/- 60811","$81,000.00","$81,000.00","$124,000.00"
"Civil Engineering","Bachelor","3","$57,000.00","$93,000.00","$30,000.00","+/- 32450","$43,500.00","$48,000.00","$93,000.00"
"Civil Engineering","Doctorate","3","$61,667.00","$70,000.00","$55,000.00","+/- 7638","$58,750.00","$60,000.00","$70,000.00"
"Civil Engineering","Master","2","$64,000.00","$65,000.00","$63,000.00","+/- 1414","$64,000.00","$64,000.00","$65,000.00"
"Computer Engineering - CPSC","Bachelor","1","$65,000.00","$65,000.00","$65,000.00","+/- 0","$65,000.00","$65,000.00","$65,000.00"
"Computer Engineering - CPSC","Master","3","$98,333.00","$106,000.00","$89,000.00","+/- 8622","$97,250.00","$100,000.00","$106,000.00"
"Computer Science","Bachelor","5","$66,400.00","$80,000.00","$57,000.00","+/- 9072","$61,250.00","$65,000.00","$77,500.00"
"Electrical Engineering","Bachelor","1","$62,000.00","$62,000.00","$62,000.00","+/- 0","$62,000.00","$62,000.00","$62,000.00"
"Electrical Engineering","Master","4","$87,500.00","$90,000.00","$80,000.00","+/- 5000","$90,000.00","$90,000.00","$90,000.00"
"Electronics Engineering Tech","Bachelor","2","$57,500.00","$60,000.00","$55,000.00","+/- 3536","$57,500.00","$57,500.00","$60,000.00"
"Industrial & Systems Engineering","Bachelor","1","$68,000.00","$68,000.00","$68,000.00","+/- 0","$68,000.00","$68,000.00","$68,000.00"
"Industrial & Systems Engineering","Master","7","$72,286.00","$82,000.00","$60,000.00","+/- 7342","$71,750.00","$75,000.00","$76,750.00"
"Industrial Distribution","Bachelor","4","$56,000.00","$69,000.00","$50,000.00","+/- 8981","$50,000.00","$52,500.00","$69,000.00"
"Mechanical Engineering","Bachelor","16","$104,531.00","$659,000.00","$40,000.00","+/- 148553","$60,000.00","$70,000.00","$82,000.00"
"Ocean Engineering","Bachelor","1","$64,000.00","$64,000.00","$64,000.00","+/- 0","$64,000.00","$64,000.00","$64,000.00"
"Radiological Health Eng","Bachelor","1","$43,000.00","$43,000.00","$43,000.00","+/- 0","$43,000.00","$43,000.00","$43,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","40","$81,288.00","$659,000.00","$30,000.00","+/- 95050","$57,000.00","$65,000.00","$80,000.00"
"Master","","16","$79,938.00","$106,000.00","$60,000.00","+/- 13444","$74,000.00","$77,500.00","$90,000.00"
"Doctorate","","8","$79,000.00","$124,000.00","$38,000.00","+/- 29621","$60,000.00","$75,000.00","$115,000.00"
"College of Geosciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Geography","Bachelor","2","$43,200.00","$50,000.00","$36,400.00","+/- 9617","$43,200.00","$43,200.00","$50,000.00"
"Geology","Bachelor","4","$68,750.00","$100,000.00","$35,000.00","+/- 36142","$40,000.00","$70,000.00","$100,000.00"
"Geophysics","Bachelor","1","$40,000.00","$40,000.00","$40,000.00","+/- 0","$40,000.00","$40,000.00","$40,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","7","$57,343.00","$100,000.00","$35,000.00","+/- 29531","$39,100.00","$40,000.00","$100,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Liberal Arts","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Anthropology","Bachelor","1","$38,000.00","$38,000.00","$38,000.00","+/- 0","$38,000.00","$38,000.00","$38,000.00"
"Communication","Bachelor","10","$46,450.00","$75,000.00","$32,000.00","+/- 14210","$37,250.00","$39,000.00","$60,000.00"
"Economics","Bachelor","5","$43,400.00","$65,000.00","$30,000.00","+/- 14398","$35,250.00","$36,000.00","$61,500.00"
"Economics","Doctorate","3","$60,000.00","$100,000.00","$20,000.00","+/- 40000","$50,000.00","$60,000.00","$100,000.00"
"English","Bachelor","3","$30,000.00","$30,000.00","$30,000.00","+/- 0","$30,000.00","$30,000.00","$30,000.00"
"History","Bachelor","4","$44,500.00","$60,000.00","$30,000.00","+/- 12369","$42,000.00","$44,000.00","$60,000.00"
"International Studies","Bachelor","4","$40,000.00","$45,000.00","$30,000.00","+/- 7071","$40,000.00","$42,500.00","$45,000.00"
"Philosophy","Bachelor","1","$20,000.00","$20,000.00","$20,000.00","+/- 0","$20,000.00","$20,000.00","$20,000.00"
"Political Science","Bachelor","6","$35,667.00","$60,000.00","$25,000.00","+/- 13003","$28,500.00","$31,000.00","$50,000.00"
"Psychology","Bachelor","4","$30,450.00","$41,000.00","$20,800.00","+/- 9606","$24,000.00","$30,000.00","$41,000.00"
"Psychology","Doctorate","5","$80,600.00","$100,000.00","$70,000.00","+/- 13667","$70,750.00","$73,000.00","$97,500.00"
"Sociology","Bachelor","3","$29,667.00","$41,000.00","$24,000.00","+/- 9815","$24,000.00","$24,000.00","$41,000.00"
"Telecom Media Studies","Bachelor","1","$40,000.00","$40,000.00","$40,000.00","+/- 0","$40,000.00","$40,000.00","$40,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","42","$38,864.00","$75,000.00","$20,000.00","+/- 12661","$30,000.00","$37,250.00","$45,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","8","$72,875.00","$100,000.00","$20,000.00","+/- 26030","$70,000.00","$71,500.00","$100,000.00"
"College of Mays Business School - Graduate","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Accounting","Doctorate","3","$176,333.00","$204,000.00","$125,000.00","+/- 44501","$181,250.00","$200,000.00","$204,000.00"
"Accounting","Master","2","$55,250.00","$55,500.00","$55,000.00","+/- 354","$55,250.00","$55,250.00","$55,500.00"
"Finance","Master","2","$36,500.00","$40,000.00","$33,000.00","+/- 4950","$36,500.00","$36,500.00","$40,000.00"
"Management Info Systems","Master","3","$65,167.00","$67,000.00","$63,500.00","+/- 1756","$64,625.00","$65,000.00","$67,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Master","","7","$54,143.00","$67,000.00","$33,000.00","+/- 13041","$51,250.00","$55,500.00","$65,500.00"
"Doctorate","","3","$176,333.00","$204,000.00","$125,000.00","+/- 44501","$181,250.00","$200,000.00","$204,000.00"
"College of Mays Business School - Undergraduate","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Accounting","Bachelor","7","$50,714.00","$55,500.00","$36,000.00","+/- 6891","$50,000.00","$54,000.00","$55,500.00"
"Finance","Bachelor","1","$60,000.00","$60,000.00","$60,000.00","+/- 0","$60,000.00","$60,000.00","$60,000.00"
"Info & Ops Mgmt -Supply Chain Management","Bachelor","3","$50,000.00","$65,000.00","$35,000.00","+/- 15000","$46,250.00","$50,000.00","$65,000.00"
"Management","Bachelor","2","$48,750.00","$60,000.00","$37,500.00","+/- 15910","$48,750.00","$48,750.00","$60,000.00"
"Marketing","Bachelor","2","$42,500.00","$50,000.00","$35,000.00","+/- 10607","$42,500.00","$42,500.00","$50,000.00"
"Univ. Studies - Business","Bachelor","5","$49,400.00","$60,000.00","$38,000.00","+/- 8414","$46,250.00","$50,000.00","$58,500.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","20","$49,725.00","$65,000.00","$35,000.00","+/- 9186","$45,000.00","$50,000.00","$55,500.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Science","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Applied Math Sciences","Bachelor","2","$46,500.00","$53,000.00","$40,000.00","+/- 9192","$46,500.00","$46,500.00","$53,000.00"
"Biology","Master","2","$42,500.00","$60,000.00","$25,000.00","+/- 24749","$42,500.00","$42,500.00","$60,000.00"
"Chemistry","Doctorate","2","$88,500.00","$140,000.00","$37,000.00","+/- 72832","$88,500.00","$88,500.00","$140,000.00"
"Mathematics","Bachelor","2","$50,500.00","$51,000.00","$50,000.00","+/- 707","$50,500.00","$50,500.00","$51,000.00"
"Mathematics","Doctorate","3","$35,025.00","$50,000.00","$22,000.00","+/- 14102","$30,305.58","$33,074.10","$50,000.00"
"Microbiology","Bachelor","3","$31,333.00","$40,000.00","$24,000.00","+/- 8083","$28,500.00","$30,000.00","$40,000.00"
"Physics","Doctorate","2","$39,006.00","$42,012.00","$36,000.00","+/- 4251","$39,006.00","$39,006.00","$42,012.00"
"Statistics","Doctorate","2","$64,000.00","$68,000.00","$60,000.00","+/- 5657","$64,000.00","$64,000.00","$68,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","7","$41,143.00","$53,000.00","$24,000.00","+/- 11082","$37,500.00","$40,000.00","$51,500.00"
"Master","","2","$42,500.00","$60,000.00","$25,000.00","+/- 24749","$42,500.00","$42,500.00","$60,000.00"
"Doctorate","","9","$54,232.00","$140,000.00","$22,000.00","+/- 35111","$36,250.00","$42,012.00","$66,000.00"
"College of Veterinary Medicine and Biomedical Sciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Biomedical Science","Bachelor","2","$43,000.00","$62,000.00","$24,000.00","+/- 26870","$43,000.00","$43,000.00","$62,000.00"
"Univ. Studies-Biomedical Science","Bachelor","1","$30,000.00","$30,000.00","$30,000.00","+/- 0","$30,000.00","$30,000.00","$30,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","3","$38,667.00","$62,000.00","$24,000.00","+/- 20429","$28,500.00","$30,000.00","$62,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
