"College of Agriculture & Life Sciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Ag Communications & Journalism","Bachelor","12","$49,000.00","$100,000.00","$30,000.00","+/- 19725","$38,000.00","$42,500.00","$50,000.00"
"Ag Leadership & Development","Bachelor","6","$42,167.00","$65,000.00","$27,000.00","+/- 16167","$32,500.00","$35,500.00","$62,500.00"
"Agribusiness","Bachelor","8","$55,158.00","$70,000.00","$40,000.00","+/- 10927","$51,440.00","$57,412.50","$65,000.00"
"Agricultural Economics","Bachelor","20","$53,850.00","$100,000.00","$40,000.00","+/- 15066","$42,000.00","$50,000.00","$60,000.00"
"Agricultural Science","Bachelor","1","$76,000.00","$76,000.00","$76,000.00","+/- 0","$76,000.00","$76,000.00","$76,000.00"
"Agricultural Systems Mgmt","Bachelor","7","$50,429.00","$58,000.00","$40,000.00","+/- 5711","$49,500.00","$50,000.00","$55,750.00"
"Animal Science","Bachelor","7","$48,436.00","$75,000.00","$30,000.00","+/- 15157","$38,750.00","$51,276.00","$61,125.00"
"Bioenvironmental Sciences","Bachelor","4","$55,386.00","$70,000.00","$41,544.00","+/- 11626","$55,000.00","$55,000.00","$70,000.00"
"Food Science & Technology","Bachelor","4","$58,250.00","$80,000.00","$48,000.00","+/- 14796","$50,000.00","$52,500.00","$80,000.00"
"Genetics","Bachelor","2","$37,500.00","$40,000.00","$35,000.00","+/- 3536","$37,500.00","$37,500.00","$40,000.00"
"Nutrition","Bachelor","3","$47,333.00","$60,000.00","$40,000.00","+/- 11015","$41,500.00","$42,000.00","$60,000.00"
"Plant & Environmental Soil Sc","Bachelor","3","$110,425.00","$200,000.00","$51,276.00","+/- 78892","$72,819.00","$80,000.00","$200,000.00"
"Poultry Science","Bachelor","4","$49,319.00","$55,000.00","$44,000.00","+/- 4823","$47,000.00","$49,138.00","$55,000.00"
"Rangeland Ecology & Management","Bachelor","1","$51,276.00","$51,276.00","$51,276.00","+/- 0","$51,276.00","$51,276.00","$51,276.00"
"Recreation, Park & Tourism Sc","Bachelor","10","$42,300.00","$60,000.00","$24,000.00","+/- 11216","$35,500.00","$44,000.00","$50,000.00"
"Turfgrass Science","Bachelor","4","$46,750.00","$55,000.00","$42,000.00","+/- 5679","$45,000.00","$45,000.00","$55,000.00"
"University Studies","Bachelor","11","$57,352.00","$145,600.00","$25,000.00","+/- 31200","$45,250.00","$51,276.00","$61,250.00"
"Wildlife & Fisheries Sciences","Bachelor","4","$45,750.00","$60,000.00","$30,000.00","+/- 12339","$45,000.00","$46,500.00","$60,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","111","$52,275.00","$200,000.00","$24,000.00","+/- 21649","$40,000.00","$50,000.00","$56,125.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Architecture","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Construction Science","Bachelor","67","$64,235.00","$104,000.00","$40,000.00","+/- 8282","$60,000.00","$65,000.00","$68,250.00"
"Environ Design Arch Studies","Bachelor","9","$52,362.00","$84,000.00","$38,000.00","+/- 13177","$45,190.00","$52,000.00","$55,000.00"
"Land & Property Development","Master","4","$61,500.00","$75,000.00","$28,000.00","+/- 22428","$70,000.00","$71,500.00","$75,000.00"
"University Studies","Bachelor","20","$60,710.00","$87,000.00","$30,000.00","+/- 15011","$55,000.00","$64,000.00","$70,000.00"
