"College of Agriculture & Life Sciences","","","","","","","","",""
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","140","$56,840.00","$122,000.00","$28,000.00","+/- 12298","$50,000.00","$60,000.00","$63,000.00"
"Master","","25","$52,420.00","$75,000.00","$40,000.00","+/- 7668","$48,000.00","$50,500.00","$57,500.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Bush School of Gov & Pub Serv","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"International Affairs","Master","6","$52,463.00","$63,000.00","$40,000.00","+/- 8781","$48,138.00","$53,638.00","$61,250.00"
"Public Service &Administration","Master","9","$58,814.00","$100,000.00","$41,600.00","+/- 18333","$48,362.50","$51,276.00","$71,750.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Master","","15","$56,273.00","$100,000.00","$40,000.00","+/- 15165","$47,625.00","$51,276.00","$62,250.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Education & Human Development","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Athletic Training","Master","2","$46,800.00","$52,000.00","$41,600.00","+/- 7354","$46,800.00","$46,800.00","$52,000.00"
"Community Health","Bachelor","3","$41,000.00","$43,000.00","$40,000.00","+/- 1732","$40,000.00","$40,000.00","$43,000.00"
"Curriculum & Instruction","Doctorate","4","$108,250.00","$167,000.00","$58,000.00","+/- 54939","$65,000.00","$104,000.00","$167,000.00"
"Curriculum & Instruction","Master","12","$48,525.00","$60,000.00","$40,000.00","+/- 7017","$43,000.00","$46,650.00","$55,000.00"
"Edu Human Resource Development","Doctorate","6","$72,667.00","$95,000.00","$59,000.00","+/- 13171","$66,000.00","$70,000.00","$87,500.00"
"Edu Human Resource Development","Master","2","$51,638.00","$52,000.00","$51,276.00","+/- 512","$51,638.00","$51,638.00","$52,000.00"
"Educational Administration","Master","8","$45,750.00","$58,000.00","$36,000.00","+/- 7991","$40,000.00","$44,750.00","$53,000.00"
"Educational Psychology","Master","6","$53,625.00","$60,000.00","$40,000.00","+/- 7453","$52,375.00","$55,375.00","$59,500.00"
"Educational Technology","Master","5","$85,800.00","$150,000.00","$45,000.00","+/- 50082","$51,000.00","$54,000.00","$145,000.00"
"Health","Bachelor","8","$45,660.00","$64,000.00","$25,000.00","+/- 13674","$36,000.00","$50,638.00","$55,000.00"
"Human Resource Development","Bachelor","10","$41,432.00","$50,000.00","$32,000.00","+/- 6255","$38,000.00","$40,000.00","$48,500.00"
"Interdisciplinary Studies","Bachelor","80","$47,104.00","$56,000.00","$25,000.00","+/- 7010","$43,000.00","$50,000.00","$52,500.00"
"Kinesiology","Bachelor","9","$40,728.00","$80,000.00","$25,000.00","+/- 17894","$30,000.00","$33,280.00","$51,819.00"
"Special Education","Master","7","$54,286.00","$80,000.00","$40,000.00","+/- 12311","$50,000.00","$52,000.00","$61,250.00"
"Sport Management","Bachelor","16","$41,284.00","$65,000.00","$25,000.00","+/- 11966","$32,000.00","$42,500.00","$50,000.00"
"Sport Management","Master","4","$50,500.00","$70,000.00","$38,500.00","+/- 15149","$38,500.00","$46,750.00","$70,000.00"
"Technology Management","Bachelor","10","$60,100.00","$67,000.00","$47,000.00","+/- 6951","$58,500.00","$61,500.00","$66,000.00"
"University Studies","Bachelor","7","$40,222.00","$51,276.00","$30,000.00","+/- 9264","$33,000.00","$40,000.00","$51,276.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","143","$46,018.00","$80,000.00","$25,000.00","+/- 10077","$40,000.00","$49,000.00","$52,331.25"
"Master","","46","$53,868.00","$150,000.00","$36,000.00","+/- 20589","$42,500.00","$51,750.00","$55,000.00"
"Doctorate","","10","$86,900.00","$167,000.00","$58,000.00","+/- 37949","$63,500.00","$70,000.00","$119,000.00"
"College of Engineering","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Aerospace Engineering","Bachelor","27","$61,806.00","$78,128.00","$40,000.00","+/- 7687","$57,996.00","$63,000.00","$66,618.75"
"Aerospace Engineering","Doctorate","2","$97,000.00","$120,000.00","$74,000.00","+/- 32527","$97,000.00","$97,000.00","$120,000.00"
"Biomedical Engineering","Bachelor","11","$57,682.00","$70,000.00","$30,000.00","+/- 15040","$45,000.00","$65,000.00","$70,000.00"
"Biomedical Engineering","Doctorate","3","$79,667.00","$84,000.00","$75,000.00","+/- 4509","$78,750.00","$80,000.00","$84,000.00"
"Chemical Engineering","Bachelor","52","$76,848.00","$102,000.00","$49,000.00","+/- 13781","$70,000.00","$72,500.00","$86,000.00"
"Chemical Engineering","Doctorate","4","$57,250.00","$117,000.00","$30,000.00","+/- 40203","$39,000.00","$41,000.00","$117,000.00"
"Civil Engineering","Bachelor","72","$60,112.00","$98,000.00","$50,400.00","+/- 5724","$58,000.00","$59,850.00","$60,000.00"
"Civil Engineering","Master","27","$65,274.00","$105,000.00","$40,000.00","+/- 13172","$58,750.00","$63,000.00","$69,500.00"
"Computer Engineering - CECN","Bachelor","10","$81,230.00","$116,000.00","$61,000.00","+/- 19198","$67,500.00","$75,150.00","$100,000.00"
"Computer Engineering - CECN","Doctorate","2","$145,000.00","$160,000.00","$130,000.00","+/- 21213","$145,000.00","$145,000.00","$160,000.00"
"Computer Engineering - CEEN","Bachelor","6","$70,117.00","$75,000.00","$60,000.00","+/- 6207","$68,500.00","$72,850.00","$75,000.00"
"Computer Engineering - CEEN","Master","22","$97,636.00","$150,000.00","$40,000.00","+/- 21353","$90,000.00","$95,250.00","$112,000.00"
"Computer Science","Bachelor","53","$72,348.00","$120,000.00","$40,000.00","+/- 16714","$62,250.00","$70,000.00","$83,000.00"
"Computer Science","Doctorate","2","$153,000.00","$166,000.00","$140,000.00","+/- 18385","$153,000.00","$153,000.00","$166,000.00"
"Computer Science","Master","5","$115,600.00","$130,000.00","$95,000.00","+/- 14775","$111,250.00","$112,000.00","$130,000.00"
"Electrical Engineering","Bachelor","40","$69,414.00","$100,000.00","$30,000.00","+/- 13545","$63,600.00","$70,000.00","$75,300.00"
"Electrical Engineering","Doctorate","3","$120,000.00","$135,000.00","$110,000.00","+/- 13229","$113,750.00","$115,000.00","$135,000.00"
"Electrical Engineering","Master","11","$80,727.00","$104,500.00","$52,500.00","+/- 15270","$77,000.00","$82,000.00","$91,500.00"
"Electronic Sys Engr Technology","Bachelor","14","$61,929.00","$75,000.00","$24,000.00","+/- 14673","$57,500.00","$66,000.00","$75,000.00"
"Engineering Systems Mgmt","Master","3","$66,000.00","$70,000.00","$60,000.00","+/- 5292","$66,000.00","$68,000.00","$70,000.00"
"Industrial Distribution","Bachelor","78","$59,006.00","$130,000.00","$39,000.00","+/- 13564","$50,000.00","$56,600.00","$64,750.00"
"Industrial Distribution","Master","12","$81,417.00","$130,000.00","$50,000.00","+/- 29715","$58,000.00","$71,000.00","$112,000.00"
"Industrial Engineering","Bachelor","55","$61,664.00","$80,000.00","$39,000.00","+/- 9420","$54,900.00","$60,000.00","$68,875.00"
"Industrial Engineering","Master","3","$74,333.00","$80,000.00","$70,000.00","+/- 5132","$72,250.00","$73,000.00","$80,000.00"
"Interdisciplinary Engineering","Doctorate","2","$71,000.00","$92,000.00","$50,000.00","+/- 29698","$71,000.00","$71,000.00","$92,000.00"
"Manufacturing & Mech Engr Tech","Bachelor","18","$57,102.00","$74,000.00","$37,000.00","+/- 10979","$50,638.00","$54,000.00","$66,500.00"
"Materials Science & Engr","Doctorate","2","$85,000.00","$100,000.00","$70,000.00","+/- 21213","$85,000.00","$85,000.00","$100,000.00"
"Mechanical Engineering","Bachelor","93","$69,041.00","$108,000.00","$45,000.00","+/- 11374","$65,000.00","$68,000.00","$72,000.00"
"Mechanical Engineering","Doctorate","3","$107,333.00","$120,000.00","$82,000.00","+/- 21939","$110,500.00","$120,000.00","$120,000.00"
"Mechanical Engineering","Master","8","$81,875.00","$107,000.00","$65,000.00","+/- 15560","$70,000.00","$77,500.00","$100,000.00"
"Nuclear Engineering","Bachelor","13","$56,987.00","$70,000.00","$40,000.00","+/- 8847","$51,276.00","$60,000.00","$65,000.00"
"Nuclear Engineering","Doctorate","3","$76,092.00","$103,000.00","$51,276.00","+/- 25925","$68,319.00","$74,000.00","$103,000.00"
"Ocean Engineering","Bachelor","8","$59,350.00","$68,000.00","$50,000.00","+/- 6784","$55,000.00","$62,400.00","$64,000.00"
"Petroleum Engineering","Bachelor","63","$79,941.00","$130,000.00","$28,000.00","+/- 23172","$64,500.00","$71,000.00","$100,000.00"
"Petroleum Engineering","Master","3","$128,167.00","$198,500.00","$90,000.00","+/- 60984","$94,500.00","$96,000.00","$198,500.00"
"Radiological Health Engr","Bachelor","2","$62,500.00","$70,000.00","$55,000.00","+/- 10607","$62,500.00","$62,500.00","$70,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","615","$66,923.00","$130,000.00","$24,000.00","+/- 15461","$58,000.00","$65,000.00","$72,000.00"
"Master","","94","$83,127.00","$198,500.00","$40,000.00","+/- 25833","$65,000.00","$80,000.00","$97,000.00"
"Doctorate","","26","$95,395.00","$166,000.00","$30,000.00","+/- 36670","$74,000.00","$96,000.00","$120,000.00"
"College of Geosciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Environmental Geoscience","Bachelor","3","$43,667.00","$60,000.00","$33,000.00","+/- 14364","$36,750.00","$38,000.00","$60,000.00"
"Environmental Studies","Bachelor","10","$46,900.00","$75,000.00","$25,000.00","+/- 14348","$37,500.00","$46,500.00","$57,000.00"
"Geographic Info Science & Tech","Bachelor","7","$60,571.00","$75,000.00","$40,000.00","+/- 11830","$56,750.00","$60,000.00","$71,250.00"
"Geography","Bachelor","2","$50,638.00","$51,276.00","$50,000.00","+/- 902","$50,638.00","$50,638.00","$51,276.00"
"Geology","Bachelor","7","$46,429.00","$68,000.00","$26,000.00","+/- 15873","$40,250.00","$50,000.00","$62,000.00"
"Geology","Master","2","$81,000.00","$110,000.00","$52,000.00","+/- 41012","$81,000.00","$81,000.00","$110,000.00"
"Geophysics","Bachelor","3","$60,667.00","$86,000.00","$46,000.00","+/- 22030","$49,000.00","$50,000.00","$86,000.00"
"Meteorology","Bachelor","4","$51,276.00","$51,276.00","$51,276.00","+/- 0","$51,276.00","$51,276.00","$51,276.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","36","$51,038.00","$86,000.00","$25,000.00","+/- 14128","$45,000.00","$51,276.00","$60,000.00"
"Master","","2","$81,000.00","$110,000.00","$52,000.00","+/- 41012","$81,000.00","$81,000.00","$110,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Liberal Arts","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Anthropology","Bachelor","4","$39,900.00","$45,000.00","$33,000.00","+/- 5050","$40,000.00","$40,800.00","$45,000.00"
"Communication","Bachelor","49","$43,429.00","$77,000.00","$24,000.00","+/- 12739","$34,250.00","$42,000.00","$50,000.00"
"Communication","Doctorate","3","$66,961.00","$77,000.00","$56,000.00","+/- 10530","$64,912.25","$67,883.00","$77,000.00"
"Economics","Bachelor","42","$51,337.00","$85,000.00","$25,000.00","+/- 11526","$41,000.00","$50,500.00","$60,000.00"
"Economics","Doctorate","4","$90,000.00","$120,000.00","$70,000.00","+/- 24495","$70,000.00","$85,000.00","$120,000.00"
"Economics","Master","12","$67,708.00","$90,000.00","$42,000.00","+/- 14919","$60,000.00","$65,500.00","$80,000.00"
"English","Bachelor","22","$44,893.00","$60,000.00","$26,500.00","+/- 9841","$40,000.00","$48,075.00","$52,250.00"
"History","Bachelor","29","$49,716.00","$64,000.00","$32,000.00","+/- 6532","$50,000.00","$51,276.00","$51,276.00"
"International Studies","Bachelor","41","$47,539.00","$70,000.00","$24,000.00","+/- 9465","$45,250.00","$51,276.00","$51,276.00"
"Music","Bachelor","1","$45,000.00","$45,000.00","$45,000.00","+/- 0","$45,000.00","$45,000.00","$45,000.00"
"Performance Studies","Bachelor","1","$24,000.00","$24,000.00","$24,000.00","+/- 0","$24,000.00","$24,000.00","$24,000.00"
"Philosophy","Bachelor","4","$48,319.00","$75,000.00","$28,000.00","+/- 20169","$39,000.00","$45,138.00","$75,000.00"
"Political Science","Bachelor","26","$49,454.00","$60,000.00","$30,000.00","+/- 7343","$50,000.00","$51,276.00","$55,000.00"
"Psychology","Bachelor","21","$42,890.00","$100,000.00","$24,000.00","+/- 17104","$30,300.00","$40,000.00","$53,750.00"
"Sociology","Bachelor","20","$46,480.00","$125,000.00","$24,000.00","+/- 24658","$30,000.00","$40,000.00","$55,000.00"
"Spanish","Bachelor","1","$52,000.00","$52,000.00","$52,000.00","+/- 0","$52,000.00","$52,000.00","$52,000.00"
"Telecommunication MediaStudies","Bachelor","9","$43,444.00","$70,000.00","$30,000.00","+/- 14518","$32,750.00","$38,000.00","$58,500.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","270","$46,828.00","$125,000.00","$24,000.00","+/- 12921","$40,000.00","$50,000.00","$52,000.00"
"Master","","12","$67,708.00","$90,000.00","$42,000.00","+/- 14919","$60,000.00","$65,500.00","$80,000.00"
"Doctorate","","7","$80,126.00","$120,000.00","$56,000.00","+/- 22105","$69,470.75","$70,000.00","$105,000.00"
"College of Mays Business School","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Accounting","Bachelor","10","$53,350.00","$61,000.00","$37,000.00","+/- 6976","$51,500.00","$53,500.00","$60,000.00"
"Accounting","Master","7","$55,543.00","$56,000.00","$55,000.00","+/- 310","$55,500.00","$55,500.00","$55,850.00"
"Accounting-PPA","Master","80","$56,328.00","$96,000.00","$50,000.00","+/- 5376","$55,000.00","$55,500.00","$56,000.00"
"Business","Master","10","$56,700.00","$70,000.00","$50,000.00","+/- 7818","$50,000.00","$53,500.00","$65,000.00"
"Business Admin-Executive Prog","Master","2","$162,000.00","$170,000.00","$154,000.00","+/- 11314","$162,000.00","$162,000.00","$170,000.00"
"Business Admin-Professional Pg","Master","6","$92,667.00","$121,000.00","$70,000.00","+/- 18096","$85,500.00","$96,000.00","$109,000.00"
"Business Honors","Bachelor","41","$62,897.00","$85,000.00","$27,000.00","+/- 16289","$55,000.00","$68,000.00","$74,375.00"
"Entrepreneurial Leadership-PPA","Master","12","$55,458.00","$58,000.00","$52,000.00","+/- 1373","$55,000.00","$55,500.00","$56,000.00"
"Finance","Bachelor","62","$63,369.00","$120,000.00","$43,000.00","+/- 12843","$55,000.00","$60,000.00","$70,000.00"
"Finance","Master","10","$68,100.00","$78,000.00","$56,000.00","+/- 5763","$67,000.00","$70,000.00","$70,000.00"
"Financial Management","Master","5","$52,800.00","$60,000.00","$45,000.00","+/- 6311","$49,375.00","$55,000.00","$59,125.00"
"Financial Management-PPA","Master","73","$61,055.00","$90,000.00","$55,000.00","+/- 9576","$55,500.00","$55,500.00","$62,875.00"
"Management","Bachelor","52","$50,241.00","$100,000.00","$24,000.00","+/- 13813","$42,000.00","$50,000.00","$55,000.00"
"Management Information Systems","Bachelor","24","$66,083.00","$80,000.00","$41,000.00","+/- 9192","$60,000.00","$66,000.00","$71,500.00"
"Management Information Systems","Master","17","$80,691.00","$96,250.00","$70,000.00","+/- 9004","$72,125.00","$80,000.00","$90,000.00"
"Management Information Systems-PPA","Master","39","$58,428.00","$69,000.00","$54,000.00","+/- 3351","$56,500.00","$57,000.00","$60,000.00"
"Marketing","Bachelor","58","$49,787.00","$85,000.00","$28,960.00","+/- 13468","$40,000.00","$50,000.00","$58,000.00"
"Marketing-PPA","Master","14","$56,857.00","$66,000.00","$53,000.00","+/- 3744","$55,500.00","$55,500.00","$56,250.00"
"Supply Chain Management","Bachelor","43","$59,129.00","$77,500.00","$40,000.00","+/- 9549","$52,000.00","$59,000.00","$65,500.00"
"University Studies","Bachelor","29","$47,812.00","$80,000.00","$26,000.00","+/- 10249","$42,000.00","$50,000.00","$51,819.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","319","$56,603.00","$120,000.00","$24,000.00","+/- 14179","$48,375.00","$55,000.00","$65,000.00"
"Master","","275","$61,295.00","$170,000.00","$45,000.00","+/- 13565","$55,500.00","$56,000.00","$62,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Nursing","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Nursing","Bachelor","32","$56,196.00","$73,000.00","$40,000.00","+/- 6170","$52,000.00","$55,000.00","$60,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","32","$56,196.00","$73,000.00","$40,000.00","+/- 6170","$52,000.00","$55,000.00","$60,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Public Health","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Environmental Health","Master","6","$64,667.00","$82,000.00","$35,000.00","+/- 16693","$63,500.00","$65,000.00","$80,500.00"
"Epidemiology","Master","2","$48,000.00","$55,000.00","$41,000.00","+/- 9899","$48,000.00","$48,000.00","$55,000.00"
"Health Administration","Master","9","$59,667.00","$75,000.00","$45,000.00","+/- 10124","$52,750.00","$60,000.00","$69,750.00"
"Occupational Safety & Health","Master","2","$65,500.00","$66,000.00","$65,000.00","+/- 707","$65,500.00","$65,500.00","$66,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Master","","19","$60,632.00","$82,000.00","$35,000.00","+/- 12437","$54,250.00","$62,000.00","$69,250.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Science","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Analytics","Master","10","$110,500.00","$170,000.00","$57,500.00","+/- 38747","$83,250.00","$105,500.00","$150,000.00"
"Applied Mathematical Sciences","Bachelor","8","$64,319.00","$85,000.00","$51,276.00","+/- 12124","$58,000.00","$61,500.00","$78,000.00"
"Biology","Bachelor","6","$44,000.00","$55,000.00","$30,000.00","+/- 9879","$39,000.00","$46,000.00","$53,500.00"
"Chemistry","Bachelor","1","$47,000.00","$47,000.00","$47,000.00","+/- 0","$47,000.00","$47,000.00","$47,000.00"
"Chemistry","Doctorate","7","$76,814.00","$117,700.00","$38,000.00","+/- 34632","$47,250.00","$72,000.00","$117,175.00"
"Mathematics","Bachelor","4","$38,500.00","$51,000.00","$26,000.00","+/- 13868","$27,000.00","$38,500.00","$51,000.00"
"Mathematics","Master","2","$44,500.00","$52,000.00","$37,000.00","+/- 10607","$44,500.00","$44,500.00","$52,000.00"
"Physics","Bachelor","2","$61,500.00","$85,000.00","$38,000.00","+/- 33234","$61,500.00","$61,500.00","$85,000.00"
"Physics","Doctorate","2","$51,500.00","$55,000.00","$48,000.00","+/- 4950","$51,500.00","$51,500.00","$55,000.00"
"Statistics","Master","2","$75,000.00","$75,000.00","$75,000.00","+/- 0","$75,000.00","$75,000.00","$75,000.00"
"University Studies","Bachelor","2","$51,250.00","$52,000.00","$50,500.00","+/- 1061","$51,250.00","$51,250.00","$52,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","23","$52,394.00","$85,000.00","$26,000.00","+/- 16138","$46,000.00","$51,276.00","$60,750.00"
"Master","","14","$96,000.00","$170,000.00","$37,000.00","+/- 41057","$72,500.00","$83,250.00","$140,000.00"
"Doctorate","","9","$71,189.00","$117,700.00","$38,000.00","+/- 32050","$48,000.00","$55,000.00","$112,750.00"
"College of Veterinary Med & Biomedical Sc","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Biomedical Sciences","Bachelor","10","$46,328.00","$65,000.00","$24,000.00","+/- 12922","$41,000.00","$50,000.00","$55,638.00"
"University Studies","Bachelor","1","$35,000.00","$35,000.00","$35,000.00","+/- 0","$35,000.00","$35,000.00","$35,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","11","$45,298.00","$65,000.00","$24,000.00","+/- 12726","$35,000.00","$50,000.00","$53,457.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
