"College of Agriculture & Life Sciences","","","","","","","","",""
"Food Science & Technology","Bachelor","5","$46,000.00","$70,000.00","$25,000.00","+/- 16263","$42,250.00","$43,000.00","$65,000.00"
"Forensic Investigative Science","Bachelor","2","$47,638.00","$51,276.00","$44,000.00","+/- 5145","$47,638.00","$47,638.00","$51,276.00"
"Forestry","Bachelor","3","$41,825.00","$51,276.00","$31,200.00","+/- 10089","$40,050.00","$43,000.00","$51,276.00"
"Genetics","Bachelor","1","$29,000.00","$29,000.00","$29,000.00","+/- 0","$29,000.00","$29,000.00","$29,000.00"
"Horticulture","Bachelor","4","$35,090.00","$42,000.00","$28,000.00","+/- 5718","$35,000.00","$35,180.00","$42,000.00"
"Nutrition","Bachelor","3","$38,667.00","$52,000.00","$32,000.00","+/- 11547","$32,000.00","$32,000.00","$52,000.00"
"Plant & Environmental Soil Sc","Bachelor","3","$43,633.00","$48,000.00","$40,000.00","+/- 4050","$42,175.00","$42,900.00","$48,000.00"
"Poultry Science","Bachelor","7","$48,897.00","$65,000.00","$44,000.00","+/- 7769","$44,000.00","$44,000.00","$54,707.00"
"Rangeland Ecology & Management","Bachelor","1","$55,000.00","$55,000.00","$55,000.00","+/- 0","$55,000.00","$55,000.00","$55,000.00"
"Recreation, Park & Tourism Sc","Bachelor","20","$43,179.00","$65,000.00","$25,000.00","+/- 10706","$37,000.00","$47,000.00","$50,000.00"
"Renewable Natural Resources","Bachelor","4","$49,069.00","$60,000.00","$40,000.00","+/- 8625","$45,000.00","$48,138.00","$60,000.00"
"Spatial Sciences","Bachelor","1","$42,000.00","$42,000.00","$42,000.00","+/- 0","$42,000.00","$42,000.00","$42,000.00"
"Turfgrass Science","Bachelor","3","$43,333.00","$50,000.00","$35,000.00","+/- 7638","$42,500.00","$45,000.00","$50,000.00"
"University Studies","Bachelor","12","$49,986.00","$70,000.00","$28,000.00","+/- 13324","$40,000.00","$51,276.00","$60,000.00"
"Wildlife & Fisheries Sciences","Bachelor","8","$35,660.00","$51,276.00","$26,000.00","+/- 8721","$30,000.00","$36,000.00","$40,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","218","$49,639.00","$120,000.00","$24,000.00","+/- 13998","$40,000.00","$50,000.00","$56,000.00"
"Master","","17","$55,676.00","$115,000.00","$30,000.00","+/- 19539","$45,000.00","$50,000.00","$68,000.00"
"Doctorate","","2","$86,000.00","$110,000.00","$62,000.00","+/- 33941","$86,000.00","$86,000.00","$110,000.00"
"College of Architecture","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Architecture","Master","8","$54,500.00","$58,000.00","$51,000.00","+/- 3162","$52,000.00","$54,000.00","$58,000.00"
"Construction Management","Master","3","$74,000.00","$80,000.00","$67,000.00","+/- 6557","$73,000.00","$75,000.00","$80,000.00"
"Construction Science","Bachelor","84","$65,211.00","$112,000.00","$51,276.00","+/- 9560","$61,000.00","$63,750.00","$66,000.00"
"Environ Design Arch Studies","Bachelor","6","$48,333.00","$60,000.00","$27,000.00","+/- 11325","$49,000.00","$50,000.00","$57,500.00"
"Land & Property Development","Master","3","$56,167.00","$72,500.00","$36,000.00","+/- 18549","$54,000.00","$60,000.00","$72,500.00"
"Landscape Architecture","Bachelor","15","$48,700.00","$58,000.00","$40,000.00","+/- 4674","$45,375.00","$50,000.00","$52,000.00"
"Landscape Architecture","Master","2","$50,500.00","$53,000.00","$48,000.00","+/- 3536","$50,500.00","$50,500.00","$53,000.00"
"University Studies","Bachelor","24","$53,819.00","$73,000.00","$30,000.00","+/- 11273","$48,500.00","$54,000.00","$60,000.00"
"Urban & Regional Planning","Bachelor","11","$45,106.00","$65,000.00","$30,000.00","+/- 10656","$39,500.00","$45,000.00","$52,500.00"
"Visualization","Bachelor","10","$41,600.00","$75,000.00","$24,000.00","+/- 14691","$31,000.00","$41,000.00","$49,000.00"
"Visualization","Master","3","$81,667.00","$100,000.00","$70,000.00","+/- 16073","$73,750.00","$75,000.00","$100,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","150","$58,014.00","$112,000.00","$24,000.00","+/- 13133","$50,000.00","$60,000.00","$65,000.00"
"Master","","19","$61,711.00","$100,000.00","$36,000.00","+/- 14493","$52,750.00","$58,000.00","$73,125.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Bush School of Gov & Pub Serv","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"International Affairs","Master","5","$59,800.00","$80,000.00","$49,000.00","+/- 12438","$52,750.00","$55,000.00","$75,750.00"
"Public Service &Administration","Master","7","$55,007.00","$63,500.00","$45,000.00","+/- 6628","$51,819.00","$52,275.00","$61,625.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Master","","12","$57,004.00","$80,000.00","$45,000.00","+/- 9290","$52,000.00","$53,637.50","$63,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Education & Human Development","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Community Health","Bachelor","2","$30,500.00","$31,000.00","$30,000.00","+/- 707","$30,500.00","$30,500.00","$31,000.00"
"Curriculum & Instruction","Master","23","$51,047.00","$62,890.00","$40,400.00","+/- 6205","$48,375.00","$50,000.00","$55,806.25"
"Edu Human Resource Development","Master","3","$72,833.00","$78,500.00","$65,000.00","+/- 7006","$72,500.00","$75,000.00","$78,500.00"
"Educational Administration","Master","20","$48,784.00","$62,000.00","$34,100.00","+/- 8283","$44,000.00","$48,200.00","$56,000.00"
"Educational Psychology","Master","2","$53,400.00","$56,800.00","$50,000.00","+/- 4808","$53,400.00","$53,400.00","$56,800.00"
"Health","Bachelor","7","$43,714.00","$52,000.00","$36,000.00","+/- 6020","$39,500.00","$45,000.00","$50,500.00"
"Health Education","Master","3","$44,333.00","$59,000.00","$32,000.00","+/- 13650","$39,500.00","$42,000.00","$59,000.00"
"Human Resource Development","Bachelor","7","$47,000.00","$55,000.00","$40,000.00","+/- 6164","$43,750.00","$45,000.00","$54,250.00"
"Interdisciplinary Studies","Bachelor","78","$48,281.00","$56,000.00","$30,000.00","+/- 6169","$43,500.00","$50,000.00","$53,120.00"
"Kinesiology","Bachelor","15","$43,400.00","$60,000.00","$24,000.00","+/- 9158","$38,000.00","$45,000.00","$50,250.00"
"Special Education","Master","7","$50,643.00","$56,000.00","$32,000.00","+/- 8528","$51,500.00","$53,000.00","$56,000.00"
"Sport Management","Bachelor","19","$43,553.00","$70,000.00","$27,000.00","+/- 10879","$39,000.00","$42,000.00","$48,125.00"
"Sport Management","Master","5","$47,600.00","$78,000.00","$35,000.00","+/- 18064","$36,250.00","$40,000.00","$71,000.00"
"Technology Management","Bachelor","7","$51,571.00","$72,000.00","$25,000.00","+/- 15274","$46,500.00","$50,000.00","$66,750.00"
"University Studies","Bachelor","11","$45,682.00","$60,000.00","$34,000.00","+/- 8793","$38,750.00","$46,500.00","$53,500.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","146","$46,602.00","$72,000.00","$24,000.00","+/- 8373","$42,250.00","$47,000.00","$53,000.00"
"Master","","63","$50,803.00","$78,500.00","$32,000.00","+/- 9932","$44,750.00","$50,000.00","$56,125.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Engineering","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Aerospace Engineering","Bachelor","30","$67,717.00","$108,000.00","$36,000.00","+/- 13142","$64,500.00","$68,000.00","$72,500.00"
"Aerospace Engineering","Doctorate","2","$63,500.00","$77,000.00","$50,000.00","+/- 19092","$63,500.00","$63,500.00","$77,000.00"
"Aerospace Engineering","Master","7","$77,957.00","$83,100.00","$69,000.00","+/- 6522","$73,125.00","$83,000.00","$83,100.00"
"Biomedical Engineering","Bachelor","11","$67,818.00","$82,000.00","$42,000.00","+/- 10439","$67,250.00","$70,000.00","$72,500.00"
"Biomedical Engineering","Doctorate","2","$46,000.00","$50,000.00","$42,000.00","+/- 5657","$46,000.00","$46,000.00","$50,000.00"
"Biomedical Engineering","Master","3","$71,167.00","$76,000.00","$67,500.00","+/- 4368","$69,375.00","$70,000.00","$76,000.00"
"Chemical Engineering","Bachelor","70","$79,061.00","$106,000.00","$24,000.00","+/- 14072","$72,000.00","$80,000.00","$87,000.00"
"Chemical Engineering","Doctorate","4","$92,250.00","$120,000.00","$42,000.00","+/- 34510","$100,000.00","$103,500.00","$120,000.00"
"Chemical Engineering","Master","2","$90,500.00","$105,000.00","$76,000.00","+/- 20506","$90,500.00","$90,500.00","$105,000.00"
"Civil Engineering","Bachelor","97","$61,971.00","$101,000.00","$31,200.00","+/- 8797","$60,000.00","$61,000.00","$63,000.00"
"Civil Engineering","Doctorate","2","$66,500.00","$85,000.00","$48,000.00","+/- 26163","$66,500.00","$66,500.00","$85,000.00"
"Civil Engineering","Master","34","$71,191.00","$120,000.00","$45,000.00","+/- 17125","$64,000.00","$65,000.00","$70,000.00"
"Computer Engineering - CECN","Bachelor","30","$81,543.00","$165,000.00","$60,000.00","+/- 21866","$69,000.00","$76,650.00","$85,500.00"
"Computer Engineering - CECN","Master","2","$145,000.00","$150,000.00","$140,000.00","+/- 7071","$145,000.00","$145,000.00","$150,000.00"
"Computer Engineering - CEEN","Bachelor","11","$75,591.00","$110,000.00","$57,000.00","+/- 14810","$67,250.00","$75,000.00","$82,875.00"
"Computer Engineering - CEEN","Master","19","$117,605.00","$150,000.00","$90,000.00","+/- 17932","$101,500.00","$120,000.00","$135,000.00"
"Computer Science","Bachelor","59","$83,556.00","$140,000.00","$40,000.00","+/- 18402","$72,375.00","$77,000.00","$97,000.00"
"Computer Science","Master","20","$112,950.00","$160,000.00","$60,000.00","+/- 25449","$100,000.00","$115,000.00","$125,000.00"
"Electrical Engineering","Bachelor","54","$73,672.00","$105,000.00","$37,500.00","+/- 9841","$70,000.00","$74,275.00","$79,000.00"
"Electrical Engineering","Doctorate","2","$140,000.00","$140,000.00","$140,000.00","+/- 0","$140,000.00","$140,000.00","$140,000.00"
"Electrical Engineering","Master","18","$87,583.00","$160,000.00","$30,000.00","+/- 25084","$80,000.00","$82,500.00","$100,000.00"
"Electronic Sys Engr Technology","Bachelor","18","$71,567.00","$103,431.00","$40,000.00","+/- 15217","$64,500.00","$71,000.00","$84,250.00"
"Engineering","Master","3","$58,667.00","$80,000.00","$46,000.00","+/- 18583","$49,000.00","$50,000.00","$80,000.00"
"Industrial Distribution","Bachelor","128","$58,691.00","$80,000.00","$30,000.00","+/- 8447","$52,000.00","$58,000.00","$65,000.00"
"Industrial Distribution","Master","14","$96,750.00","$150,000.00","$50,000.00","+/- 27605","$82,500.00","$95,000.00","$117,500.00"
"Industrial Engineering","Bachelor","51","$67,219.00","$100,000.00","$35,940.00","+/- 10236","$62,000.00","$68,000.00","$73,500.00"
"Industrial Engineering","Master","14","$87,454.00","$120,000.00","$40,000.00","+/- 21329","$79,000.00","$85,000.00","$106,250.00"
"Manufacturing & Mech Engr Tech","Bachelor","18","$64,443.00","$102,400.00","$50,000.00","+/- 12102","$57,800.00","$61,850.00","$69,500.00"
"Mechanical Engineering","Bachelor","97","$73,499.00","$150,000.00","$45,000.00","+/- 14658","$65,000.00","$70,000.00","$75,750.00"
"Mechanical Engineering","Doctorate","5","$108,000.00","$150,000.00","$60,000.00","+/- 35812","$92,500.00","$115,000.00","$145,000.00"
"Mechanical Engineering","Master","7","$70,429.00","$81,000.00","$51,000.00","+/- 12273","$68,500.00","$75,000.00","$80,250.00"
"Multidisc Engineering Tech","Bachelor","3","$67,333.00","$72,000.00","$62,000.00","+/- 5033","$66,500.00","$68,000.00","$72,000.00"
"Nuclear Engineering","Bachelor","18","$71,933.00","$87,500.00","$36,000.00","+/- 11613","$67,000.00","$75,000.00","$79,000.00"
"Nuclear Engineering","Doctorate","4","$103,625.00","$138,000.00","$75,000.00","+/- 28099","$87,500.00","$100,750.00","$138,000.00"
"Nuclear Engineering","Master","2","$63,200.00","$78,400.00","$48,000.00","+/- 21496","$63,200.00","$63,200.00","$78,400.00"
"Ocean Engineering","Bachelor","9","$65,687.00","$97,000.00","$48,186.00","+/- 14263","$60,000.00","$60,000.00","$73,750.00"
"Ocean Engineering","Master","3","$64,333.00","$67,000.00","$60,000.00","+/- 3786","$64,500.00","$66,000.00","$67,000.00"
"Petroleum Engineering","Bachelor","26","$92,673.00","$120,000.00","$60,000.00","+/- 18007","$77,500.00","$96,500.00","$105,000.00"
"Petroleum Engineering","Doctorate","6","$107,833.00","$135,000.00","$60,000.00","+/- 27824","$101,000.00","$117,500.00","$130,000.00"
"Petroleum Engineering","Master","5","$83,000.00","$120,000.00","$30,000.00","+/- 42661","$58,750.00","$100,000.00","$120,000.00"
"Safety Engineering","Master","3","$68,217.00","$80,000.00","$44,651.00","+/- 20409","$71,162.75","$80,000.00","$80,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","730","$70,582.00","$165,000.00","$24,000.00","+/- 15779","$60,750.00","$68,000.00","$76,000.00"
"Master","","156","$89,151.00","$160,000.00","$30,000.00","+/- 28038","$67,500.00","$83,000.00","$108,000.00"
"Doctorate","","27","$96,389.00","$150,000.00","$42,000.00","+/- 34302","$71,250.00","$100,000.00","$126,250.00"
"College of Geosciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Environmental Geoscience","Bachelor","7","$43,623.00","$50,000.00","$35,000.00","+/- 4811","$43,000.00","$45,000.00","$47,000.00"
"Environmental Studies","Bachelor","2","$56,250.00","$57,500.00","$55,000.00","+/- 1768","$56,250.00","$56,250.00","$57,500.00"
"Geographic Info Science & Tech","Bachelor","7","$53,182.00","$70,000.00","$39,000.00","+/- 11915","$46,000.00","$51,276.00","$65,500.00"
"Geography","Bachelor","3","$35,000.00","$40,000.00","$27,000.00","+/- 7000","$35,250.00","$38,000.00","$40,000.00"
"Geology","Bachelor","2","$57,500.00","$60,000.00","$55,000.00","+/- 3536","$57,500.00","$57,500.00","$60,000.00"
"Geophysics","Bachelor","1","$90,000.00","$90,000.00","$90,000.00","+/- 0","$90,000.00","$90,000.00","$90,000.00"
"Meteorology","Bachelor","3","$32,667.00","$45,000.00","$25,000.00","+/- 10786","$27,250.00","$28,000.00","$45,000.00"
"University Studies","Bachelor","1","$75,000.00","$75,000.00","$75,000.00","+/- 0","$75,000.00","$75,000.00","$75,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","26","$48,967.00","$90,000.00","$25,000.00","+/- 15042","$40,000.00","$45,680.00","$58,750.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Liberal Arts","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Communication","Bachelor","54","$49,692.00","$85,000.00","$24,000.00","+/- 11793","$40,000.00","$50,000.00","$59,000.00"
"Economics","Bachelor","42","$54,249.00","$80,000.00","$33,000.00","+/- 9733","$50,000.00","$53,500.00","$60,000.00"
"Economics","Doctorate","4","$88,500.00","$132,000.00","$50,000.00","+/- 44643","$50,000.00","$86,000.00","$132,000.00"
"Economics","Master","8","$61,375.00","$75,000.00","$30,000.00","+/- 13976","$60,000.00","$64,250.00","$70,000.00"
"English","Bachelor","10","$52,490.00","$80,000.00","$30,000.00","+/- 13331","$47,050.00","$52,400.00","$60,000.00"
"History","Bachelor","13","$50,689.00","$75,000.00","$30,000.00","+/- 10222","$51,276.00","$51,276.00","$53,200.00"
"International Studies","Bachelor","23","$45,744.00","$53,300.00","$24,000.00","+/- 8274","$40,750.00","$51,276.00","$51,276.00"
"Modern Languages","Bachelor","1","$51,276.00","$51,276.00","$51,276.00","+/- 0","$51,276.00","$51,276.00","$51,276.00"
"Performance Studies","Bachelor","3","$39,333.00","$50,000.00","$32,000.00","+/- 9452","$35,000.00","$36,000.00","$50,000.00"
"Philosophy","Bachelor","2","$82,000.00","$109,000.00","$55,000.00","+/- 38184","$82,000.00","$82,000.00","$109,000.00"
"Political Science","Bachelor","32","$51,315.00","$75,000.00","$32,500.00","+/- 9195","$51,000.00","$51,276.00","$54,000.00"
"Psychology","Bachelor","35","$44,259.00","$85,000.00","$25,000.00","+/- 12260","$34,750.00","$43,000.00","$51,276.00"
"Sociology","Bachelor","24","$46,245.00","$70,000.00","$26,000.00","+/- 11428","$42,000.00","$48,500.00","$54,000.00"
"Spanish","Bachelor","2","$52,270.00","$54,540.00","$50,000.00","+/- 3210","$52,270.00","$52,270.00","$54,540.00"
"Telecommunication MediaStudies","Bachelor","12","$50,662.00","$100,000.00","$24,000.00","+/- 20547","$37,440.00","$47,500.00","$60,000.00"
"University Studies","Bachelor","1","$51,276.00","$51,276.00","$51,276.00","+/- 0","$51,276.00","$51,276.00","$51,276.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","254","$49,590.00","$109,000.00","$24,000.00","+/- 12224","$42,000.00","$51,276.00","$55,000.00"
"Master","","8","$61,375.00","$75,000.00","$30,000.00","+/- 13976","$60,000.00","$64,250.00","$70,000.00"
"Doctorate","","4","$88,500.00","$132,000.00","$50,000.00","+/- 44643","$50,000.00","$86,000.00","$132,000.00"
"College of Mays Business School","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Accounting","Bachelor","16","$61,189.00","$72,000.00","$50,000.00","+/- 7156","$58,000.00","$61,500.00","$70,000.00"
"Accounting-PPA","Master","73","$56,350.00","$69,000.00","$51,000.00","+/- 2802","$55,500.00","$55,500.00","$56,000.00"
"Business","Master","8","$57,888.00","$80,000.00","$47,500.00","+/- 11947","$50,000.00","$51,800.00","$72,000.00"
"Business Admin-Executive Prog","Master","8","$168,312.00","$225,000.00","$100,000.00","+/- 39883","$150,000.00","$180,000.00","$200,000.00"
"Business Admin-Professional Pg","Master","14","$105,591.00","$181,000.00","$50,000.00","+/- 37383","$86,000.00","$100,500.00","$135,000.00"
"Business Administration","Doctorate","2","$182,500.00","$195,000.00","$170,000.00","+/- 17678","$182,500.00","$182,500.00","$195,000.00"
"Business Honors","Bachelor","27","$69,797.00","$85,000.00","$40,000.00","+/- 12544","$63,750.00","$70,000.00","$81,250.00"
"Entrepreneurial Leadership-PPA","Master","7","$55,929.00","$60,000.00","$54,000.00","+/- 1946","$55,000.00","$55,500.00","$57,375.00"
"Finance","Bachelor","66","$62,117.00","$100,000.00","$38,400.00","+/- 13371","$54,000.00","$60,000.00","$70,000.00"
"Finance","Master","22","$71,014.00","$100,000.00","$49,500.00","+/- 13506","$63,500.00","$70,000.00","$84,500.00"
"Financial Management","Master","9","$60,444.00","$70,000.00","$52,000.00","+/- 5903","$56,250.00","$60,000.00","$66,250.00"
"Financial Management-PPA","Master","43","$58,686.00","$82,000.00","$55,000.00","+/- 5863","$55,500.00","$56,000.00","$60,000.00"
"Land Economics & Real Estate","Master","6","$64,917.00","$80,000.00","$50,000.00","+/- 10298","$61,250.00","$63,750.00","$76,000.00"
"Management","Bachelor","46","$52,952.00","$80,000.00","$28,500.00","+/- 14108","$42,550.00","$53,000.00","$68,000.00"
"Management Information Systems","Bachelor","22","$61,159.00","$82,500.00","$25,000.00","+/- 13599","$56,000.00","$60,000.00","$71,500.00"
"Management Information Systems","Master","24","$90,146.00","$145,000.00","$65,000.00","+/- 24323","$72,500.00","$81,000.00","$105,000.00"
"Management Information Systems-PPA","Master","25","$62,740.00","$93,500.00","$55,000.00","+/- 8561","$58,500.00","$60,000.00","$65,000.00"
"Marketing","Bachelor","60","$55,197.00","$100,000.00","$30,000.00","+/- 13737","$47,000.00","$55,000.00","$63,000.00"
"Marketing-PPA","Master","5","$57,900.00","$70,000.00","$52,500.00","+/- 6914","$55,250.00","$56,000.00","$66,500.00"
"Supply Chain Management","Bachelor","44","$60,098.00","$82,000.00","$40,000.00","+/- 8637","$55,000.00","$60,000.00","$65,000.00"
"University Studies","Bachelor","21","$52,156.00","$95,000.00","$38,000.00","+/- 13845","$42,250.00","$48,000.00","$60,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","302","$58,927.00","$100,000.00","$25,000.00","+/- 13524","$50,000.00","$59,000.00","$70,000.00"
"Master","","244","$68,991.00","$225,000.00","$47,500.00","+/- 27352","$55,500.00","$57,500.00","$70,000.00"
"Doctorate","","2","$182,500.00","$195,000.00","$170,000.00","+/- 17678","$182,500.00","$182,500.00","$195,000.00"
"College of Nursing","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Nursing","Bachelor","40","$59,987.00","$105,000.00","$45,000.00","+/- 12482","$50,000.00","$59,500.00","$65,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","40","$59,987.00","$105,000.00","$45,000.00","+/- 12482","$50,000.00","$59,500.00","$65,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Public Health","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Environmental Health","Master","2","$65,000.00","$65,000.00","$65,000.00","+/- 0","$65,000.00","$65,000.00","$65,000.00"
"Health Administration","Master","7","$54,000.00","$65,000.00","$45,000.00","+/- 7616","$49,500.00","$51,000.00","$63,500.00"
"Occupational Safety & Health","Master","3","$75,767.00","$82,500.00","$69,000.00","+/- 6750","$74,100.00","$75,800.00","$82,500.00"
"Public Health","Bachelor","2","$50,000.00","$55,000.00","$45,000.00","+/- 7071","$50,000.00","$50,000.00","$55,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","2","$50,000.00","$55,000.00","$45,000.00","+/- 7071","$50,000.00","$50,000.00","$55,000.00"
"Master","","12","$61,275.00","$82,500.00","$45,000.00","+/- 11550","$51,000.00","$64,000.00","$69,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Science","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Applied Mathematical Sciences","Bachelor","13","$65,000.00","$80,000.00","$38,000.00","+/- 12249","$63,500.00","$66,000.00","$74,875.00"
"Biology","Bachelor","6","$57,667.00","$100,000.00","$29,000.00","+/- 27267","$42,500.00","$51,000.00","$90,000.00"
"Chemistry","Bachelor","7","$57,297.00","$86,000.00","$31,000.00","+/- 17958","$51,276.00","$52,530.00","$77,750.00"
"Chemistry","Doctorate","2","$75,000.00","$100,000.00","$50,000.00","+/- 35355","$75,000.00","$75,000.00","$100,000.00"
"Mathematics","Bachelor","11","$47,334.00","$68,000.00","$38,000.00","+/- 9337","$39,300.00","$47,000.00","$54,250.00"
"Mathematics","Master","2","$61,000.00","$80,000.00","$42,000.00","+/- 26870","$61,000.00","$61,000.00","$80,000.00"
"Microbiology","Bachelor","3","$38,000.00","$50,000.00","$24,000.00","+/- 13115","$36,000.00","$40,000.00","$50,000.00"
"Physics","Bachelor","4","$54,000.00","$72,000.00","$34,000.00","+/- 15556","$55,000.00","$55,000.00","$72,000.00"
"University Studies","Bachelor","2","$52,200.00","$54,400.00","$50,000.00","+/- 3111","$52,200.00","$52,200.00","$54,400.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","46","$55,373.00","$100,000.00","$24,000.00","+/- 16540","$43,500.00","$53,265.00","$67,500.00"
"Master","","2","$61,000.00","$80,000.00","$42,000.00","+/- 26870","$61,000.00","$61,000.00","$80,000.00"
"Doctorate","","2","$75,000.00","$100,000.00","$50,000.00","+/- 35355","$75,000.00","$75,000.00","$100,000.00"
"College of Veterinary Med & Biomedical Sc","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Biomedical Sciences","Bachelor","10","$42,955.00","$55,000.00","$30,000.00","+/- 8205","$40,000.00","$42,500.00","$51,276.00"
"University Studies","Bachelor","4","$50,550.00","$57,200.00","$45,000.00","+/- 5021","$50,000.00","$50,000.00","$57,200.00"
