"College of Agriculture & Life Sciences","","","","","","","","",""
"Plant & Environmental Soil Sc","Bachelor","2","$55,000.00","$65,000.00","$45,000.00","+/- 14142","$55,000.00","$55,000.00","$65,000.00"
"Plant Breeding","Doctorate","3","$59,167.00","$100,000.00","$30,000.00","+/- 36429","$43,125.00","$47,500.00","$100,000.00"
"Poultry Science","Bachelor","6","$53,250.00","$60,000.00","$44,000.00","+/- 6211","$51,250.00","$55,000.00","$59,000.00"
"Rangeland Ecology & Management","Bachelor","3","$71,667.00","$105,000.00","$45,000.00","+/- 30551","$60,000.00","$65,000.00","$105,000.00"
"Recreation, Park & Tourism Sc","Bachelor","3","$40,333.00","$60,000.00","$30,000.00","+/- 17039","$30,750.00","$31,000.00","$60,000.00"
"Spatial Sciences","Bachelor","1","$60,000.00","$60,000.00","$60,000.00","+/- 0","$60,000.00","$60,000.00","$60,000.00"
"University Studies","Bachelor","11","$50,091.00","$98,000.00","$34,000.00","+/- 17779","$40,000.00","$42,000.00","$54,750.00"
"Wildlife & Fisheries Sciences","Bachelor","6","$38,500.00","$65,000.00","$27,000.00","+/- 14237","$29,500.00","$36,000.00","$52,500.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","122","$50,493.00","$105,000.00","$26,000.00","+/- 15151","$40,800.00","$50,000.00","$56,000.00"
"Master","","6","$62,558.00","$85,000.00","$36,000.00","+/- 21542","$48,675.00","$66,750.00","$83,500.00"
"Doctorate","","5","$49,500.00","$100,000.00","$25,000.00","+/- 29812","$33,750.00","$45,000.00","$86,875.00"
"College of Architecture","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Construction Science","Bachelor","54","$63,812.00","$95,000.00","$46,800.00","+/- 7880","$60,000.00","$62,900.00","$66,000.00"
"Environ Design Arch Studies","Bachelor","5","$49,200.00","$60,000.00","$40,000.00","+/- 8468","$43,750.00","$49,000.00","$58,750.00"
"Land & Property Development","Master","7","$65,714.00","$75,000.00","$60,000.00","+/- 7181","$60,000.00","$60,000.00","$73,500.00"
"University Studies","Bachelor","12","$55,167.00","$90,000.00","$32,000.00","+/- 15678","$45,000.00","$55,000.00","$65,000.00"
"Visualization","Bachelor","4","$57,750.00","$100,000.00","$36,000.00","+/- 28756","$45,000.00","$47,500.00","$100,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","75","$61,131.00","$100,000.00","$32,000.00","+/- 11818","$59,250.00","$61,500.00","$65,000.00"
"Master","","7","$65,714.00","$75,000.00","$60,000.00","+/- 7181","$60,000.00","$60,000.00","$73,500.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Bush School of Gov & Pub Serv","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Public Svc & Admin-Exec Prog","Master","6","$92,833.00","$130,000.00","$60,000.00","+/- 26446","$79,500.00","$87,000.00","$124,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Master","","6","$92,833.00","$130,000.00","$60,000.00","+/- 26446","$79,500.00","$87,000.00","$124,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Education & Human Development","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Community Health","Bachelor","2","$45,638.00","$51,276.00","$40,000.00","+/- 7973","$45,638.00","$45,638.00","$51,276.00"
"Curriculum & Instruction","Master","8","$50,312.00","$57,500.00","$43,000.00","+/- 5189","$49,000.00","$51,500.00","$54,000.00"
"Edu Human Resource Development","Master","5","$54,600.00","$80,000.00","$41,000.00","+/- 15614","$45,500.00","$50,000.00","$74,500.00"
"Health","Bachelor","6","$43,001.00","$50,004.00","$30,000.00","+/- 7875","$40,000.00","$44,000.00","$50,002.00"
"Health Education","Master","2","$43,500.00","$47,000.00","$40,000.00","+/- 4950","$43,500.00","$43,500.00","$47,000.00"
"Human Resource Development","Bachelor","7","$44,777.00","$56,000.00","$35,000.00","+/- 7668","$39,360.00","$45,000.00","$51,500.00"
"Interdisciplinary Studies","Bachelor","34","$47,506.00","$56,000.00","$33,000.00","+/- 6351","$42,500.00","$50,000.00","$53,250.00"
"Kinesiology","Bachelor","2","$41,000.00","$45,000.00","$37,000.00","+/- 5657","$41,000.00","$41,000.00","$45,000.00"
"Kinesiology","Master","2","$41,500.00","$48,000.00","$35,000.00","+/- 9192","$41,500.00","$41,500.00","$48,000.00"
"Sport Management","Bachelor","8","$46,925.00","$90,000.00","$30,000.00","+/- 18786","$35,500.00","$45,250.00","$48,000.00"
"Sport Management","Master","5","$53,800.00","$90,000.00","$30,000.00","+/- 22961","$42,500.00","$50,000.00","$82,250.00"
"Technology Management","Bachelor","5","$50,500.00","$75,000.00","$35,000.00","+/- 15042","$45,000.00","$45,000.00","$69,375.00"
"University Studies","Bachelor","1","$50,000.00","$50,000.00","$50,000.00","+/- 0","$50,000.00","$50,000.00","$50,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","65","$46,736.00","$90,000.00","$30,000.00","+/- 9475","$40,925.00","$46,800.00","$52,375.00"
"Master","","22","$50,659.00","$90,000.00","$30,000.00","+/- 13416","$43,000.00","$49,500.00","$55,750.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Engineering","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Aerospace Engineering","Bachelor","5","$63,000.00","$82,000.00","$45,000.00","+/- 13856","$58,500.00","$60,000.00","$79,000.00"
"Aerospace Engineering","Doctorate","2","$62,500.00","$77,000.00","$48,000.00","+/- 20506","$62,500.00","$62,500.00","$77,000.00"
"Biomedical Engineering","Bachelor","3","$68,333.00","$70,000.00","$65,000.00","+/- 2887","$68,750.00","$70,000.00","$70,000.00"
"Chemical Engineering","Bachelor","23","$78,513.00","$100,000.00","$55,000.00","+/- 12004","$70,000.00","$80,000.00","$87,500.00"
"Civil Engineering","Bachelor","30","$59,718.00","$80,000.00","$48,000.00","+/- 5776","$57,750.00","$60,000.00","$61,000.00"
"Civil Engineering","Doctorate","2","$66,000.00","$78,000.00","$54,000.00","+/- 16971","$66,000.00","$66,000.00","$78,000.00"
"Civil Engineering","Master","19","$65,458.00","$90,000.00","$56,000.00","+/- 7956","$60,750.00","$62,500.00","$70,000.00"
"Computer Engineering - CECN","Bachelor","9","$77,889.00","$95,000.00","$65,000.00","+/- 9829","$74,250.00","$75,000.00","$88,000.00"
"Computer Engineering - CECN","Master","3","$121,667.00","$125,000.00","$115,000.00","+/- 5774","$122,500.00","$125,000.00","$125,000.00"
"Computer Engineering - CEEN","Bachelor","4","$84,250.00","$109,000.00","$55,000.00","+/- 28300","$65,000.00","$86,500.00","$109,000.00"
"Computer Engineering - CEEN","Master","11","$112,727.00","$135,000.00","$80,000.00","+/- 18890","$105,000.00","$115,000.00","$131,250.00"
"Computer Science","Bachelor","18","$74,114.00","$135,000.00","$36,000.00","+/- 20410","$63,500.00","$74,525.00","$85,000.00"
"Computer Science","Master","3","$123,000.00","$150,000.00","$109,000.00","+/- 23388","$109,750.00","$110,000.00","$150,000.00"
"Electrical Engineering","Bachelor","21","$70,122.00","$93,500.00","$49,000.00","+/- 12093","$65,500.00","$70,000.00","$77,625.00"
"Electrical Engineering","Doctorate","3","$111,667.00","$150,000.00","$85,000.00","+/- 34034","$96,250.00","$100,000.00","$150,000.00"
"Electrical Engineering","Master","10","$86,260.00","$125,000.00","$40,000.00","+/- 23230","$74,500.00","$88,800.00","$103,000.00"
"Electronic Sys Engr Technology","Bachelor","11","$72,877.00","$110,000.00","$60,000.00","+/- 13653","$68,000.00","$70,325.00","$76,250.00"
"Engineering Systems Mgmt","Master","4","$78,500.00","$90,000.00","$62,000.00","+/- 11818","$80,000.00","$81,000.00","$90,000.00"
"Industrial Distribution","Bachelor","81","$58,190.00","$100,000.00","$24,000.00","+/- 10541","$50,250.00","$57,600.00","$65,000.00"
"Industrial Engineering","Bachelor","40","$66,225.00","$109,000.00","$33,000.00","+/- 11695","$60,000.00","$65,000.00","$72,000.00"
"Industrial Engineering","Master","6","$79,158.00","$94,000.00","$70,350.00","+/- 8686","$73,800.00","$77,800.00","$88,500.00"
"Manufacturing & Mech Engr Tech","Bachelor","13","$64,760.00","$80,000.00","$50,000.00","+/- 9815","$57,950.00","$65,000.00","$73,000.00"
"Mechanical Engineering","Bachelor","48","$72,304.00","$101,000.00","$50,000.00","+/- 12034","$65,000.00","$70,000.00","$80,000.00"
"Mechanical Engineering","Master","8","$77,562.00","$95,000.00","$65,000.00","+/- 9737","$72,000.00","$78,000.00","$85,000.00"
"Nuclear Engineering","Bachelor","3","$64,425.00","$74,000.00","$51,276.00","+/- 11776","$63,819.00","$68,000.00","$74,000.00"
"Ocean Engineering","Bachelor","8","$62,034.00","$70,000.00","$50,000.00","+/- 8124","$58,000.00","$64,000.00","$70,000.00"
"Petroleum Engineering","Bachelor","21","$91,448.00","$120,000.00","$52,000.00","+/- 20035","$76,250.00","$100,000.00","$105,000.00"
"Petroleum Engineering","Doctorate","4","$100,750.00","$130,000.00","$48,000.00","+/- 37536","$100,000.00","$112,500.00","$130,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","338","$68,191.00","$135,000.00","$24,000.00","+/- 15351","$58,000.00","$65,000.00","$75,000.00"
"Master","","64","$85,777.00","$150,000.00","$40,000.00","+/- 24253","$67,500.00","$80,000.00","$106,000.00"
"Doctorate","","11","$90,455.00","$150,000.00","$48,000.00","+/- 34329","$71,250.00","$85,000.00","$126,250.00"
"College of Geosciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Environmental Geoscience","Bachelor","3","$49,759.00","$51,276.00","$48,000.00","+/- 1651","$49,500.00","$50,000.00","$51,276.00"
"Environmental Studies","Bachelor","2","$42,500.00","$45,000.00","$40,000.00","+/- 3536","$42,500.00","$42,500.00","$45,000.00"
"Geographic Info Science & Tech","Bachelor","1","$74,000.00","$74,000.00","$74,000.00","+/- 0","$74,000.00","$74,000.00","$74,000.00"
"Geology","Bachelor","4","$70,340.00","$87,360.00","$54,000.00","+/- 14223","$65,000.00","$70,000.00","$87,360.00"
"Geophysics","Bachelor","2","$59,138.00","$67,000.00","$51,276.00","+/- 11119","$59,138.00","$59,138.00","$67,000.00"
"Meteorology","Bachelor","3","$36,333.00","$40,000.00","$30,000.00","+/- 5508","$36,750.00","$39,000.00","$40,000.00"
"University Studies","Bachelor","1","$48,000.00","$48,000.00","$48,000.00","+/- 0","$48,000.00","$48,000.00","$48,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","16","$54,057.00","$87,360.00","$30,000.00","+/- 15536","$45,000.00","$50,638.00","$67,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Liberal Arts","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Communication","Bachelor","19","$40,950.00","$64,000.00","$27,500.00","+/- 8973","$35,000.00","$40,000.00","$47,319.00"
"Economics","Bachelor","14","$58,201.00","$80,000.00","$27,040.00","+/- 12094","$53,500.00","$59,250.00","$66,500.00"
"Economics","Master","5","$59,000.00","$72,000.00","$30,000.00","+/- 17564","$58,000.00","$67,000.00","$71,750.00"
"English","Bachelor","3","$52,333.00","$65,000.00","$40,000.00","+/- 12503","$49,000.00","$52,000.00","$65,000.00"
"History","Bachelor","9","$43,592.00","$51,276.00","$32,500.00","+/- 7807","$37,000.00","$45,000.00","$51,276.00"
"History","Doctorate","2","$70,000.00","$75,000.00","$65,000.00","+/- 7071","$70,000.00","$70,000.00","$75,000.00"
"International Studies","Bachelor","5","$51,510.00","$65,000.00","$30,000.00","+/- 13387","$51,276.00","$51,276.00","$63,750.00"
"Philosophy","Bachelor","1","$40,000.00","$40,000.00","$40,000.00","+/- 0","$40,000.00","$40,000.00","$40,000.00"
"Political Science","Bachelor","14","$49,059.00","$60,000.00","$36,000.00","+/- 7047","$45,000.00","$50,000.00","$53,138.00"
"Psychology","Bachelor","11","$40,025.00","$51,276.00","$25,000.00","+/- 8038","$34,750.00","$40,000.00","$46,250.00"
"Sociology","Bachelor","3","$45,467.00","$55,400.00","$40,000.00","+/- 8617","$40,750.00","$41,000.00","$55,400.00"
"Spanish","Bachelor","1","$50,000.00","$50,000.00","$50,000.00","+/- 0","$50,000.00","$50,000.00","$50,000.00"
"Telecommunication MediaStudies","Bachelor","1","$110,040.00","$110,040.00","$110,040.00","+/- 0","$110,040.00","$110,040.00","$110,040.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","81","$47,695.00","$110,040.00","$25,000.00","+/- 13060","$40,000.00","$50,000.00","$52,000.00"
"Master","","5","$59,000.00","$72,000.00","$30,000.00","+/- 17564","$58,000.00","$67,000.00","$71,750.00"
"Doctorate","","2","$70,000.00","$75,000.00","$65,000.00","+/- 7071","$70,000.00","$70,000.00","$75,000.00"
"College of Mays Business School","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Accounting","Bachelor","5","$59,000.00","$67,000.00","$55,000.00","+/- 4677","$56,875.00","$58,000.00","$64,875.00"
"Accounting","Master","2","$58,000.00","$60,000.00","$56,000.00","+/- 2828","$58,000.00","$58,000.00","$60,000.00"
"Accounting-PPA","Master","4","$56,125.00","$58,000.00","$55,000.00","+/- 1315","$55,500.00","$55,750.00","$58,000.00"
"Business Administration","Master","4","$102,375.00","$126,500.00","$60,000.00","+/- 29601","$105,000.00","$111,500.00","$126,500.00"
"Business Honors","Bachelor","2","$63,500.00","$70,000.00","$57,000.00","+/- 9192","$63,500.00","$63,500.00","$70,000.00"
"Finance","Bachelor","12","$62,000.00","$85,000.00","$42,000.00","+/- 12541","$55,000.00","$63,500.00","$70,000.00"
"Financial Management","Master","4","$72,750.00","$85,000.00","$55,000.00","+/- 12816","$73,000.00","$75,500.00","$85,000.00"
"Financial Management-PPA","Master","4","$58,250.00","$67,500.00","$54,000.00","+/- 6225","$55,500.00","$55,750.00","$67,500.00"
"Human Resource Management","Master","8","$77,375.00","$86,000.00","$72,000.00","+/- 5878","$72,000.00","$76,500.00","$86,000.00"
"Land Economics & Real Estate","Master","8","$60,125.00","$70,000.00","$24,000.00","+/- 15468","$61,000.00","$66,500.00","$70,000.00"
"Management","Bachelor","6","$60,333.00","$80,000.00","$35,000.00","+/- 15807","$54,500.00","$61,500.00","$75,000.00"
"Management Information Systems","Bachelor","9","$61,500.00","$70,000.00","$50,000.00","+/- 7071","$57,000.00","$65,000.00","$67,375.00"
"Management Information Systems-PPA","Master","2","$60,000.00","$60,000.00","$60,000.00","+/- 0","$60,000.00","$60,000.00","$60,000.00"
"Marketing","Bachelor","21","$55,405.00","$94,000.00","$35,000.00","+/- 12276","$50,000.00","$52,000.00","$60,000.00"
"Marketing","Master","7","$74,286.00","$120,000.00","$45,000.00","+/- 23416","$63,500.00","$76,500.00","$88,125.00"
"Supply Chain Management","Bachelor","12","$59,628.00","$80,000.00","$40,000.00","+/- 11596","$50,000.00","$59,000.00","$69,500.00"
"University Studies","Bachelor","12","$54,708.00","$120,000.00","$35,000.00","+/- 21814","$48,000.00","$50,000.00","$56,500.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","79","$58,443.00","$120,000.00","$35,000.00","+/- 13381","$50,000.00","$56,500.00","$65,000.00"
"Master","","43","$70,093.00","$126,500.00","$24,000.00","+/- 19417","$57,500.00","$68,000.00","$77,625.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Medicine","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Medical Sciences","Doctorate","2","$50,000.00","$50,000.00","$50,000.00","+/- 0","$50,000.00","$50,000.00","$50,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","2","$50,000.00","$50,000.00","$50,000.00","+/- 0","$50,000.00","$50,000.00","$50,000.00"
"College of Nursing","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Nursing","Bachelor","11","$54,545.00","$65,000.00","$45,000.00","+/- 5484","$50,750.00","$55,000.00","$58,500.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","11","$54,545.00","$65,000.00","$45,000.00","+/- 5484","$50,750.00","$55,000.00","$58,500.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Public Health","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Hlth Promotion & Comm Hlth Sci","Doctorate","2","$47,500.00","$50,000.00","$45,000.00","+/- 3536","$47,500.00","$47,500.00","$50,000.00"
"Public Health","Bachelor","4","$56,000.00","$72,000.00","$40,000.00","+/- 13952","$50,000.00","$56,000.00","$72,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","4","$56,000.00","$72,000.00","$40,000.00","+/- 13952","$50,000.00","$56,000.00","$72,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","2","$47,500.00","$50,000.00","$45,000.00","+/- 3536","$47,500.00","$47,500.00","$50,000.00"
"College of Science","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Applied Mathematical Sciences","Bachelor","7","$59,214.00","$72,500.00","$41,000.00","+/- 11298","$56,750.00","$62,000.00","$69,125.00"
"Biology","Bachelor","3","$34,667.00","$40,000.00","$30,000.00","+/- 5033","$33,000.00","$34,000.00","$40,000.00"
"Chemistry","Bachelor","1","$40,000.00","$40,000.00","$40,000.00","+/- 0","$40,000.00","$40,000.00","$40,000.00"
"Chemistry","Doctorate","5","$59,600.00","$100,000.00","$48,000.00","+/- 22645","$48,500.00","$50,000.00","$88,000.00"
"Mathematics","Master","3","$59,000.00","$95,000.00","$40,000.00","+/- 31193","$41,500.00","$42,000.00","$95,000.00"
"Microbiology","Bachelor","3","$34,000.00","$37,000.00","$30,000.00","+/- 3606","$33,750.00","$35,000.00","$37,000.00"
"Molecular & Cell Biology","Bachelor","1","$30,000.00","$30,000.00","$30,000.00","+/- 0","$30,000.00","$30,000.00","$30,000.00"
"Statistics","Bachelor","2","$61,000.00","$62,000.00","$60,000.00","+/- 1414","$61,000.00","$61,000.00","$62,000.00"
"Statistics","Master","2","$100,000.00","$100,000.00","$100,000.00","+/- 0","$100,000.00","$100,000.00","$100,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","17","$47,794.00","$72,500.00","$30,000.00","+/- 14941","$35,500.00","$41,000.00","$62,000.00"
"Master","","5","$75,400.00","$100,000.00","$40,000.00","+/- 31477","$55,250.00","$95,000.00","$100,000.00"
"Doctorate","","5","$59,600.00","$100,000.00","$48,000.00","+/- 22645","$48,500.00","$50,000.00","$88,000.00"
"College of Veterinary Med & Biomedical Sc","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"University Studies","Bachelor","2","$43,500.00","$60,000.00","$27,000.00","+/- 23335","$43,500.00","$43,500.00","$60,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","2","$43,500.00","$60,000.00","$27,000.00","+/- 23335","$43,500.00","$43,500.00","$60,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
