"College of Agriculture and Life Sciences","","","","","","","","",""
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","35","$43,635.00","$80,000.00","$20,000.00","+/- 15737","$34,250.00","$42,500.00","$55,500.00"
"Master","","2","$40,000.00","$50,000.00","$30,000.00","+/- 14142","$40,000.00","$40,000.00","$50,000.00"
"Doctorate","","2","$45,000.00","$47,000.00","$43,000.00","+/- 2828","$45,000.00","$45,000.00","$47,000.00"
"College of Architecture","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Construction Management","Master","2","$67,500.00","$70,000.00","$65,000.00","+/- 3536","$67,500.00","$67,500.00","$70,000.00"
"Construction Science","Bachelor","26","$61,919.00","$70,000.00","$56,000.00","+/- 3585","$60,000.00","$61,000.00","$63,000.00"
"Univ. Studies-Global Arts, Plan, Design & Const.","Bachelor","3","$50,333.00","$58,000.00","$38,000.00","+/- 10786","$50,750.00","$55,000.00","$58,000.00"
"Visualization Science","Bachelor","2","$37,000.00","$44,000.00","$30,000.00","+/- 9899","$37,000.00","$37,000.00","$44,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","31","$59,190.00","$70,000.00","$30,000.00","+/- 8298","$58,750.00","$60,000.00","$63,000.00"
"Master","","2","$67,500.00","$70,000.00","$65,000.00","+/- 3536","$67,500.00","$67,500.00","$70,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Education & Human Development","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Education Administration","Doctorate","3","$117,000.00","$165,000.00","$90,000.00","+/- 41677","$94,500.00","$96,000.00","$165,000.00"
"Education Administration","Master","2","$51,000.00","$60,000.00","$42,000.00","+/- 12728","$51,000.00","$51,000.00","$60,000.00"
"Educational Curriculum & Instruct.","Master","23","$49,704.00","$65,000.00","$37,000.00","+/- 6348","$46,875.00","$50,000.00","$52,250.00"
"Educational Psychology","Doctorate","5","$50,000.00","$59,000.00","$42,000.00","+/- 8426","$44,000.00","$47,000.00","$59,000.00"
"Educational Psychology","Master","3","$46,833.00","$56,000.00","$40,000.00","+/- 8251","$43,375.00","$44,500.00","$56,000.00"
"Educational Technology","Master","3","$53,667.00","$62,000.00","$40,000.00","+/- 11930","$54,250.00","$59,000.00","$62,000.00"
"Health","Bachelor","7","$43,809.00","$60,000.00","$30,000.00","+/- 11172","$36,000.00","$40,000.00","$56,250.00"
"Health Education","Master","2","$62,500.00","$75,000.00","$50,000.00","+/- 17678","$62,500.00","$62,500.00","$75,000.00"
"Human Resource Development","Doctorate","2","$85,000.00","$110,000.00","$60,000.00","+/- 35355","$85,000.00","$85,000.00","$110,000.00"
"Human Resource Development","Master","2","$60,000.00","$60,000.00","$60,000.00","+/- 0","$60,000.00","$60,000.00","$60,000.00"
"IS - Human Resource Development","Bachelor","12","$42,333.00","$60,000.00","$30,000.00","+/- 9267","$36,000.00","$40,000.00","$50,000.00"
"IS - Technology Management","Bachelor","3","$84,222.00","$145,000.00","$49,666.00","+/- 52800","$55,916.50","$58,000.00","$145,000.00"
"Kinesiology","Bachelor","6","$48,055.00","$80,000.00","$20,000.00","+/- 19383","$44,500.00","$49,333.00","$64,833.00"
"Kinesiology","Doctorate","3","$51,667.00","$53,000.00","$50,000.00","+/- 1528","$51,500.00","$52,000.00","$53,000.00"
"School Counseling","Doctorate","3","$39,333.00","$50,000.00","$23,000.00","+/- 14364","$39,500.00","$45,000.00","$50,000.00"
"Sports Management","Bachelor","6","$44,167.00","$100,000.00","$22,000.00","+/- 28597","$29,000.00","$35,000.00","$72,500.00"
"Univ. Studies - Dance","Bachelor","2","$49,833.00","$50,000.00","$49,666.00","+/- 236","$49,833.00","$49,833.00","$50,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","36","$47,787.00","$145,000.00","$20,000.00","+/- 22535","$36,000.00","$45,000.00","$50,000.00"
"Master","","35","$51,191.00","$75,000.00","$37,000.00","+/- 8259","$46,000.00","$51,500.00","$56,900.00"
"Doctorate","","16","$65,250.00","$165,000.00","$23,000.00","+/- 34613","$47,000.00","$52,500.00","$90,000.00"
"College of Engineering","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Chemical Engineering","Bachelor","5","$87,620.00","$94,000.00","$78,000.00","+/- 6247","$86,500.00","$88,000.00","$93,525.00"
"Civil Engineering","Bachelor","2","$67,500.00","$75,000.00","$60,000.00","+/- 10607","$67,500.00","$67,500.00","$75,000.00"
"Civil Engineering","Master","6","$58,393.00","$68,000.00","$40,800.00","+/- 10818","$55,000.00","$62,500.00","$67,280.00"
"Computer Engineering - CPSC","Bachelor","1","$53,000.00","$53,000.00","$53,000.00","+/- 0","$53,000.00","$53,000.00","$53,000.00"
"Computer Engineering - CPSC","Doctorate","6","$76,750.00","$120,000.00","$51,000.00","+/- 25447","$60,000.00","$71,000.00","$103,750.00"
"Computer Engineering - CPSC","Master","3","$93,333.00","$100,000.00","$85,000.00","+/- 7638","$92,500.00","$95,000.00","$100,000.00"
"Computer Engineering - ELEN","Doctorate","2","$115,000.00","$130,000.00","$100,000.00","+/- 21213","$115,000.00","$115,000.00","$130,000.00"
"Computer Science","Bachelor","1","$80,000.00","$80,000.00","$80,000.00","+/- 0","$80,000.00","$80,000.00","$80,000.00"
"Computer Science","Master","2","$112,500.00","$125,000.00","$100,000.00","+/- 17678","$112,500.00","$112,500.00","$125,000.00"
"Electrical Engineering","Bachelor","1","$68,500.00","$68,500.00","$68,500.00","+/- 0","$68,500.00","$68,500.00","$68,500.00"
"Electrical Engineering","Doctorate","3","$106,667.00","$140,000.00","$80,000.00","+/- 30551","$95,000.00","$100,000.00","$140,000.00"
"Industrial & Systems Engineering","Bachelor","1","$50,000.00","$50,000.00","$50,000.00","+/- 0","$50,000.00","$50,000.00","$50,000.00"
"Industrial & Systems Engineering","Doctorate","3","$91,333.00","$120,000.00","$60,000.00","+/- 30089","$85,500.00","$94,000.00","$120,000.00"
"Industrial Distribution","Bachelor","4","$48,500.00","$55,000.00","$38,000.00","+/- 8185","$46,000.00","$50,500.00","$55,000.00"
"Mechanical Engineering","Bachelor","13","$70,301.00","$100,000.00","$49,666.00","+/- 16563","$60,000.00","$65,000.00","$85,187.50"
"Mechanical Engineering","Doctorate","3","$94,667.00","$104,000.00","$80,000.00","+/- 12858","$95,000.00","$100,000.00","$104,000.00"
"Mechanical Engineering","Master","2","$55,000.00","$60,000.00","$50,000.00","+/- 7071","$55,000.00","$55,000.00","$60,000.00"
"Ocean Engineering","Bachelor","1","$60,000.00","$60,000.00","$60,000.00","+/- 0","$60,000.00","$60,000.00","$60,000.00"
"Petroleum Engineering","Master","3","$71,667.00","$110,000.00","$35,000.00","+/- 37528","$61,250.00","$70,000.00","$110,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","29","$68,707.00","$100,000.00","$38,000.00","+/- 16923","$56,250.00","$65,000.00","$84,500.00"
"Master","","16","$73,772.00","$125,000.00","$35,000.00","+/- 26033","$60,000.00","$67,280.00","$100,000.00"
"Doctorate","","17","$92,265.00","$140,000.00","$51,000.00","+/- 26000","$80,000.00","$94,000.00","$116,000.00"
"College of Geosciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Geography","Bachelor","1","$50,000.00","$50,000.00","$50,000.00","+/- 0","$50,000.00","$50,000.00","$50,000.00"
"Geology","Bachelor","1","$48,000.00","$48,000.00","$48,000.00","+/- 0","$48,000.00","$48,000.00","$48,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","2","$49,000.00","$50,000.00","$48,000.00","+/- 1414","$49,000.00","$49,000.00","$50,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Liberal Arts","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Communication","Bachelor","10","$39,400.00","$50,000.00","$20,000.00","+/- 11530","$36,500.00","$43,000.00","$50,000.00"
"Communication","Doctorate","2","$58,500.00","$59,000.00","$58,000.00","+/- 707","$58,500.00","$58,500.00","$59,000.00"
"Economics","Bachelor","10","$51,200.00","$70,000.00","$30,000.00","+/- 11193","$47,500.00","$51,000.00","$60,000.00"
"English","Bachelor","3","$34,112.00","$45,000.00","$27,336.00","+/- 9523","$29,334.00","$30,000.00","$45,000.00"
"English","Doctorate","2","$56,750.00","$73,500.00","$40,000.00","+/- 23688","$56,750.00","$56,750.00","$73,500.00"
"History","Bachelor","2","$49,666.00","$49,666.00","$49,666.00","+/- 0","$49,666.00","$49,666.00","$49,666.00"
"International Studies","Bachelor","2","$39,833.00","$49,666.00","$30,000.00","+/- 13906","$39,833.00","$39,833.00","$49,666.00"
"Political Science","Bachelor","4","$54,542.00","$70,500.00","$38,000.00","+/- 13927","$49,666.00","$54,833.00","$70,500.00"
"Psychology","Bachelor","6","$34,000.00","$40,000.00","$25,000.00","+/- 5831","$32,000.00","$34,500.00","$40,000.00"
"Sociology","Bachelor","3","$38,000.00","$65,000.00","$24,000.00","+/- 23388","$24,750.00","$25,000.00","$65,000.00"
"Sociology","Doctorate","2","$55,750.00","$63,500.00","$48,000.00","+/- 10960","$55,750.00","$55,750.00","$63,500.00"
"Telecom Media Studies","Bachelor","3","$34,000.00","$38,000.00","$30,000.00","+/- 4000","$33,000.00","$34,000.00","$38,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","43","$42,453.00","$70,500.00","$20,000.00","+/- 12955","$32,250.00","$41,000.00","$50,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","6","$57,000.00","$73,500.00","$40,000.00","+/- 11743","$53,000.00","$58,500.00","$68,500.00"
"College of Mays Business School - Graduate","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Accounting","Master","2","$54,000.00","$55,000.00","$53,000.00","+/- 1414","$54,000.00","$54,000.00","$55,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Master","","2","$54,000.00","$55,000.00","$53,000.00","+/- 1414","$54,000.00","$54,000.00","$55,000.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Mays Business School - Undergraduate","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Accounting","Bachelor","3","$45,255.00","$52,500.00","$33,600.00","+/- 10193","$45,649.50","$49,666.00","$52,500.00"
"Finance","Bachelor","4","$47,750.00","$51,000.00","$40,000.00","+/- 5188","$50,000.00","$50,000.00","$51,000.00"
"Info & Ops Mgmt - MIS","Bachelor","1","$60,000.00","$60,000.00","$60,000.00","+/- 0","$60,000.00","$60,000.00","$60,000.00"
"Info & Ops Mgmt -Supply Chain Management","Bachelor","2","$62,500.00","$74,000.00","$51,000.00","+/- 16263","$62,500.00","$62,500.00","$74,000.00"
"Management","Bachelor","5","$48,840.00","$76,000.00","$30,200.00","+/- 16965","$42,750.00","$45,000.00","$69,750.00"
"Marketing","Bachelor","7","$51,114.00","$80,000.00","$29,800.00","+/- 17461","$39,250.00","$50,000.00","$68,750.00"
"Univ. Studies - Business","Bachelor","4","$43,166.00","$49,666.00","$30,000.00","+/- 8987","$45,000.00","$46,500.00","$49,666.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","26","$49,478.00","$80,000.00","$29,800.00","+/- 13374","$41,000.00","$49,833.00","$54,250.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"College of Science","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Applied Math Sciences","Bachelor","3","$57,222.00","$67,000.00","$49,666.00","+/- 8878","$53,666.50","$55,000.00","$67,000.00"
"Biology","Bachelor","1","$32,500.00","$32,500.00","$32,500.00","+/- 0","$32,500.00","$32,500.00","$32,500.00"
"Chemistry","Doctorate","8","$83,288.00","$133,000.00","$35,000.00","+/- 38917","$56,000.00","$82,500.00","$120,000.00"
"Mathematics","Bachelor","1","$55,000.00","$55,000.00","$55,000.00","+/- 0","$55,000.00","$55,000.00","$55,000.00"
"Mathematics","Doctorate","2","$38,250.00","$40,000.00","$36,500.00","+/- 2475","$38,250.00","$38,250.00","$40,000.00"
"Physics","Bachelor","1","$41,500.00","$41,500.00","$41,500.00","+/- 0","$41,500.00","$41,500.00","$41,500.00"
"Physics","Doctorate","2","$70,000.00","$84,000.00","$56,000.00","+/- 19799","$70,000.00","$70,000.00","$84,000.00"
"Statistics","Master","4","$98,250.00","$130,000.00","$70,000.00","+/- 25539","$88,000.00","$96,500.00","$130,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","6","$50,111.00","$67,000.00","$32,500.00","+/- 11979","$45,583.00","$52,333.00","$61,000.00"
"Master","","4","$98,250.00","$130,000.00","$70,000.00","+/- 25539","$88,000.00","$96,500.00","$130,000.00"
"Doctorate","","12","$73,567.00","$133,000.00","$35,000.00","+/- 36025","$40,000.00","$60,500.00","$117,700.00"
"College of Veterinary Medicine and Biomedical Sciences","","","","","","","","",""
"Major","Degree","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Biomedical Science","Bachelor","2","$39,000.00","$40,000.00","$38,000.00","+/- 1414","$39,000.00","$39,000.00","$40,000.00"
"Biomedical Science","Doctorate","2","$99,000.00","$135,000.00","$63,000.00","+/- 50912","$99,000.00","$99,000.00","$135,000.00"
"Univ. Studies-Biomedical Science","Bachelor","1","$30,000.00","$30,000.00","$30,000.00","+/- 0","$30,000.00","$30,000.00","$30,000.00"
"Totals","","Num. Salaries Reported","Avg","Max","Min","St. Dev.","25th P.","Median","75th P."
"Bachelor","","3","$36,000.00","$40,000.00","$30,000.00","+/- 5292","$36,000.00","$38,000.00","$40,000.00"
"Master","","0","$0.00","$0.00","$0.00","+/- 0","$0.00","$0.00","$0.00"
"Doctorate","","2","$99,000.00","$135,000.00","$63,000.00","+/- 50912","$99,000.00","$99,000.00","$135,000.00"
